x,y,vs_x mean,vs_x stdev,vs_x min,vs_x max,vs_y mean,vs_y stdev,vs_y min,vs_y max,vs_z mean,vs_z stdev,vs_z min,vs_z max,vb_x mean,vb_x stdev,vb_x min,vb_x max,vb_y mean,vb_y stdev,vb_y min,vb_y max,tb_xy mean,tb_xy stdev,tb_xy min,tb_xy max,tb_yz mean,tb_yz stdev,tb_yz min,tb_yz max,dp mean,dp stdev,dp min,dp max
0.000000,0.250000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.275000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.300000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.325000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.350000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.375000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.400000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.425000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.450000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.475000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.500000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.525000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.550000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.575000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.600000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.625000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.650000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.675000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.700000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.725000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.750000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.775000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.800000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.825000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.850000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.875000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.900000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.925000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.950000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,0.975000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.000000,1.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.025000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.025000,0.025000,16.485123,0.361757,15.893261,16.867600,-1.273940,0.069782,-1.370000,-1.205200,0.020639,0.025136,-0.010586,0.046891,16.196638,0.343263,15.650728,16.588675,-1.252801,0.067112,-1.343750,-1.187175,16.368871,0.447533,15.786249,16.931000,-1.254427,0.111693,-1.399975,-1.108299,-0.658742,1.658593,-1.897009,2.150694
0.025000,0.050000,16.474245,0.357048,15.888543,16.856075,-1.244932,0.067149,-1.340000,-1.176825,0.067351,0.028882,0.030888,0.096250,16.128975,0.337212,15.589647,16.519025,-1.219770,0.064223,-1.310000,-1.154900,16.659054,0.336540,16.315871,17.083278,-1.254501,0.099905,-1.365700,-1.101604,-1.613478,3.234785,-3.882137,3.955964
0.025000,0.075000,16.468711,0.346751,15.910458,16.860325,-1.188176,0.065593,-1.283750,-1.122925,0.118674,0.031845,0.079313,0.152500,16.050838,0.329603,15.537595,16.451975,-1.159492,0.061663,-1.248750,-1.098275,16.906944,0.315830,16.553521,17.222609,-1.212857,0.099443,-1.336050,-1.068128,-2.336475,4.510302,-5.341175,5.456462
0.025000,0.100000,16.449813,0.336329,15.922911,16.852650,-1.097997,0.055357,-1.177500,-1.042350,0.169288,0.032964,0.129326,0.203750,15.953574,0.321070,15.472206,16.365825,-1.067413,0.051434,-1.141250,-1.015575,17.202501,0.318876,16.847670,17.575950,-1.140606,0.088413,-1.248337,-1.009655,-2.912815,5.475180,-6.404650,6.559372
0.025000,0.125000,16.444509,0.327917,15.939156,16.855000,-0.977952,0.050496,-1.051250,-0.927375,0.218371,0.035168,0.175246,0.256250,15.876681,0.312009,15.417897,16.295000,-0.946113,0.045316,-1.011250,-0.900200,17.410963,0.293149,17.074418,17.730516,-1.027837,0.078889,-1.121950,-0.910118,-3.403349,6.269309,-7.434125,7.442446
0.025000,0.150000,16.437901,0.318380,15.964568,16.858275,-0.827666,0.043955,-0.892500,-0.783625,0.263737,0.035428,0.220832,0.301250,15.806940,0.302892,15.381760,16.232825,-0.797863,0.039166,-0.855000,-0.758100,17.586609,0.284471,17.263672,17.878593,-0.878107,0.066570,-0.958550,-0.778889,-3.777880,6.933517,-8.134388,8.223133
0.025000,0.175000,16.447460,0.311634,15.980048,16.856050,-0.645735,0.030858,-0.690000,-0.614500,0.303451,0.037055,0.259112,0.343750,15.765918,0.294378,15.344759,16.174725,-0.620258,0.026615,-0.657500,-0.592750,17.686489,0.218546,17.430609,17.956186,-0.694610,0.054425,-0.761500,-0.614631,-4.071046,7.462150,-8.767200,8.845325
0.025000,0.200000,16.440653,0.305753,16.000820,16.862225,-0.442953,0.020136,-0.471250,-0.422225,0.335486,0.038802,0.290030,0.381250,15.717326,0.289856,15.326408,16.139100,-0.425286,0.018353,-0.451250,-0.406425,17.806104,0.220456,17.540413,18.049813,-0.478485,0.034703,-0.517625,-0.426269,-4.318460,7.813223,-9.193700,9.207927
0.025000,0.225000,16.439194,0.302613,16.016626,16.869775,-0.226649,0.013599,-0.246250,-0.211525,0.352721,0.036639,0.310104,0.393750,15.691799,0.287628,15.317986,16.121750,-0.218242,0.013690,-0.238750,-0.203525,17.872483,0.221499,17.604241,18.118899,-0.241129,0.015027,-0.254125,-0.216093,-4.441288,7.987760,-9.360888,9.389278
0.025000,0.250000,16.446082,0.301641,16.028089,16.878900,0.002285,0.002808,0.000130,0.007100,0.358410,0.038230,0.312219,0.401250,15.690091,0.286518,15.320786,16.121575,0.001444,0.002921,-0.001250,0.006375,17.889802,0.209914,17.629237,18.130294,-0.000732,0.008189,-0.014738,0.005319,-4.468642,8.054951,-9.463375,9.476756
0.025000,0.275000,16.453685,0.303169,16.036481,16.891425,0.231895,0.011402,0.218693,0.248750,0.353660,0.037304,0.309607,0.396250,15.703296,0.288306,15.335868,16.140650,0.222753,0.011388,0.210301,0.240000,17.874841,0.208248,17.613615,18.113731,0.249267,0.015289,0.230262,0.270312,-4.450525,8.016995,-9.420862,9.429520
0.025000,0.300000,16.466872,0.304735,16.045404,16.905725,0.447522,0.016325,0.426752,0.467500,0.335003,0.036075,0.291630,0.375000,15.740973,0.288674,15.367755,16.176875,0.429288,0.015056,0.410249,0.447500,17.812229,0.203388,17.564515,18.065175,0.484883,0.031765,0.440999,0.525600,-4.320220,7.811946,-9.152925,9.204649
0.025000,0.325000,16.473809,0.312629,16.047385,16.927575,0.650931,0.025729,0.622143,0.686250,0.304432,0.035822,0.259801,0.342500,15.785598,0.298694,15.406327,16.238425,0.626022,0.023742,0.599928,0.658750,17.735733,0.221354,17.458283,17.965644,0.697240,0.042906,0.635163,0.745550,-4.091253,7.451625,-8.729588,8.807537
0.025000,0.350000,16.482128,0.316007,16.047983,16.938525,0.834556,0.037298,0.794920,0.888750,0.266034,0.034333,0.223870,0.302500,15.845911,0.301973,15.456534,16.300150,0.804991,0.034404,0.768949,0.855000,17.619843,0.227158,17.347141,17.862603,0.885059,0.059395,0.800315,0.957663,-3.815573,6.945517,-8.179712,8.204938
0.025000,0.375000,16.510476,0.321762,16.054897,16.964075,0.986865,0.042452,0.941871,1.047500,0.222191,0.032536,0.182937,0.257500,15.937688,0.307585,15.523621,16.389700,0.955068,0.039309,0.913833,1.011250,17.418299,0.217718,17.153423,17.683402,1.036412,0.069103,0.936453,1.118775,-3.460566,6.328380,-7.458338,7.490420
0.025000,0.400000,16.523811,0.324124,16.067563,16.982500,1.110259,0.048323,1.057902,1.178750,0.172065,0.029862,0.135903,0.203750,16.018979,0.310932,15.605533,16.479175,1.078371,0.045226,1.029460,1.142500,17.238443,0.258893,16.943189,17.509799,1.150572,0.079427,1.037329,1.246387,-2.987970,5.528967,-6.490725,6.577051
0.025000,0.425000,16.550426,0.331855,16.071404,17.008975,1.201161,0.051093,1.147899,1.272500,0.121864,0.028556,0.087370,0.153750,16.123015,0.319193,15.680972,16.582625,1.172290,0.049675,1.120725,1.242500,16.955237,0.244365,16.664218,17.282953,1.223144,0.083615,1.099372,1.316700,-2.414952,4.536755,-5.384537,5.424181
0.025000,0.450000,16.552139,0.335763,16.074986,17.020225,1.263630,0.055725,1.206891,1.342500,0.071064,0.025733,0.040434,0.098750,16.196028,0.324349,15.755044,16.664425,1.237688,0.054654,1.181289,1.315000,16.787872,0.285642,16.471838,17.127537,1.272210,0.093526,1.139544,1.388938,-1.665511,3.251476,-3.750275,3.948153
0.025000,0.475000,16.580300,0.335436,16.096477,17.042900,1.296372,0.054920,1.240948,1.372500,0.021960,0.021553,-0.003454,0.045287,16.290536,0.322557,15.837602,16.746100,1.274810,0.055220,1.217461,1.351250,16.496843,0.260936,16.208805,16.780000,1.278392,0.091254,1.147132,1.386688,-0.821683,1.689534,-2.002348,2.084646
0.025000,0.500000,16.618169,0.339138,16.124049,17.081575,1.304254,0.055279,1.245656,1.378750,-0.019747,0.019466,-0.039622,0.000000,16.363686,0.327713,15.892918,16.817450,1.286226,0.054250,1.227651,1.358750,16.055845,0.311690,15.581554,16.403127,1.254815,0.084298,1.128385,1.343312,0.177213,0.237756,-0.079579,0.559347
0.025000,0.525000,16.660142,0.337978,16.176342,17.129100,1.293940,0.058066,1.233085,1.373750,-0.064334,0.020125,-0.084856,-0.042500,16.398429,0.325754,15.939461,16.855525,1.276709,0.055661,1.218335,1.352500,15.834117,0.267739,15.487143,16.141037,1.220447,0.088732,1.092677,1.325825,1.206081,2.073865,-2.379197,2.602815
0.025000,0.550000,16.732118,0.334445,16.249393,17.192050,1.261997,0.061344,1.198321,1.348750,-0.114512,0.017110,-0.131872,-0.093952,16.427006,0.324924,15.968093,16.881850,1.243543,0.057921,1.183682,1.325000,15.495920,0.247703,15.215153,15.801463,1.161278,0.087137,1.037329,1.268950,2.174094,3.878501,-4.541725,4.528163
0.025000,0.575000,16.826094,0.329206,16.343086,17.272125,1.201156,0.057938,1.140347,1.282500,-0.164860,0.015560,-0.181444,-0.145465,16.472193,0.319918,16.012624,16.916225,1.181741,0.054634,1.124902,1.258750,15.102251,0.214785,14.880632,15.343589,1.073604,0.078281,0.960556,1.165475,3.008022,5.394967,-6.334230,6.271350
0.025000,0.600000,16.908217,0.324654,16.434433,17.349850,1.110838,0.053181,1.053154,1.185000,-0.215333,0.014955,-0.232735,-0.197579,16.503400,0.315359,16.055205,16.944450,1.090934,0.050084,1.037110,1.161250,14.826542,0.217632,14.607860,15.078900,0.969955,0.071788,0.867714,1.056762,3.698881,6.577793,-7.692551,7.617063
0.025000,0.625000,17.002983,0.316639,16.534060,17.427400,0.990463,0.048639,0.939541,1.060000,-0.264486,0.013933,-0.282024,-0.248229,16.556584,0.305543,16.113489,16.976950,0.970946,0.045544,0.923662,1.036250,14.532017,0.190460,14.327334,14.759319,0.845918,0.063579,0.756125,0.924512,4.272271,7.493586,-8.705043,8.717633
0.025000,0.650000,17.071620,0.311323,16.621480,17.499375,0.838894,0.041417,0.796121,0.898750,-0.310560,0.012757,-0.326826,-0.292409,16.584337,0.300590,16.164914,17.010325,0.821253,0.038780,0.781675,0.877500,14.352810,0.236802,14.100748,14.660700,0.702577,0.051608,0.628914,0.765163,4.729696,8.227144,-9.517754,9.644861
0.025000,0.675000,17.145334,0.309773,16.692483,17.566850,0.656947,0.028887,0.625511,0.697500,-0.347411,0.011625,-0.362205,-0.330747,16.625947,0.298928,16.205646,17.048875,0.642848,0.027661,0.613424,0.682500,14.165710,0.223166,13.941899,14.428225,0.540833,0.036907,0.488312,0.585750,5.024147,8.794237,-10.206213,10.235476
0.025000,0.700000,17.204084,0.306856,16.747789,17.612700,0.454937,0.019423,0.433145,0.482500,-0.376262,0.011810,-0.391817,-0.360146,16.664584,0.294342,16.240382,17.071650,0.443710,0.017510,0.424187,0.468750,14.015746,0.201270,13.810223,14.238962,0.374032,0.030681,0.333874,0.415775,5.254774,9.221036,-10.714800,10.735845
0.025000,0.725000,17.232598,0.303227,16.782219,17.636700,0.236012,0.009314,0.227641,0.251250,-0.397092,0.011898,-0.413239,-0.379751,16.678197,0.290440,16.263234,17.082975,0.229523,0.007937,0.222315,0.242500,13.946425,0.219211,13.727201,14.201113,0.188189,0.010720,0.171400,0.201237,5.418201,9.482876,-11.004066,11.087082
0.025000,0.750000,17.238536,0.303746,16.784314,17.639250,0.004197,0.008200,-0.007500,0.013055,-0.403056,0.011007,-0.417702,-0.386777,16.680779,0.291236,16.260648,17.081900,0.004215,0.007445,-0.006250,0.012454,13.917212,0.223357,13.687476,14.180888,-0.000946,0.008578,-0.013638,0.008296,5.458498,9.540577,-11.063919,11.166319
0.025000,0.775000,17.219632,0.304476,16.762921,17.619475,-0.221543,0.017693,-0.245000,-0.201385,-0.396912,0.010775,-0.410141,-0.380164,16.666428,0.292162,16.244250,17.067600,-0.216517,0.016575,-0.238750,-0.197620,13.944082,0.238149,13.695957,14.227038,-0.177205,0.013585,-0.193000,-0.159349,5.404217,9.450136,-10.961901,11.041741
0.025000,0.800000,17.181008,0.307310,16.712270,17.574600,-0.439712,0.028754,-0.477500,-0.407116,-0.379470,0.011528,-0.392080,-0.360745,16.640789,0.294541,16.205989,17.035725,-0.429445,0.026258,-0.463750,-0.399357,14.009963,0.234787,13.767820,14.269275,-0.357974,0.032900,-0.399863,-0.313788,5.277317,9.228087,-10.704277,10.743621
0.025000,0.825000,17.122067,0.314890,16.630969,17.508850,-0.643909,0.042611,-0.702500,-0.597700,-0.348373,0.012989,-0.364205,-0.329729,16.605791,0.303355,16.143715,16.994000,-0.630248,0.040222,-0.686250,-0.586750,14.118333,0.220461,13.887443,14.366475,-0.534164,0.053209,-0.603663,-0.465995,5.020794,8.810694,-10.238125,10.245203
0.025000,0.850000,17.031914,0.320224,16.534649,17.427825,-0.824010,0.053477,-0.900000,-0.768778,-0.311691,0.014647,-0.330740,-0.292527,16.544330,0.310006,16.075920,16.945200,-0.807494,0.050637,-0.880000,-0.755237,14.324117,0.272546,14.044560,14.640850,-0.690436,0.062276,-0.770213,-0.606596,4.712421,8.241316,-9.559768,9.641226
0.025000,0.875000,16.943627,0.325315,16.429274,17.328825,-0.974958,0.061162,-1.061250,-0.913041,-0.266660,0.015562,-0.284630,-0.246083,16.496683,0.314864,16.008712,16.883350,-0.956100,0.056915,-1.036250,-0.898293,14.513715,0.270465,14.225867,14.854850,-0.832354,0.073502,-0.923300,-0.730237,4.297582,7.485547,-8.665831,8.744140
0.025000,0.900000,16.848770,0.335797,16.308324,17.231475,-1.094817,0.066435,-1.188750,-1.028108,-0.217678,0.016711,-0.236233,-0.198511,16.448808,0.326343,15.929685,16.832350,-1.075906,0.062621,-1.165000,-1.013221,14.753093,0.266843,14.472502,15.071206,-0.955334,0.082743,-1.054863,-0.838255,3.750674,6.551366,-7.594835,7.652010
0.025000,0.925000,16.744674,0.346293,16.183828,17.128050,-1.183878,0.073733,-1.288750,-1.111592,-0.167214,0.018243,-0.186196,-0.145775,16.392478,0.337988,15.852277,16.777650,-1.165610,0.069775,-1.265000,-1.097483,15.073430,0.281765,14.765415,15.426325,-1.060908,0.094512,-1.181425,-0.928418,3.042429,5.401246,-6.311149,6.254962
0.025000,0.950000,16.651517,0.354730,16.076224,17.039475,-1.239978,0.072471,-1.340000,-1.169368,-0.115973,0.020199,-0.136454,-0.095306,16.348470,0.345078,15.797480,16.739300,-1.222519,0.068378,-1.316250,-1.156130,15.416695,0.325618,15.053376,15.850013,-1.141109,0.100051,-1.267813,-1.000728,2.193146,3.941534,-4.631664,4.603069
0.025000,0.975000,16.573976,0.364230,15.980992,16.970325,-1.272376,0.073668,-1.373750,-1.200901,-0.068104,0.020357,-0.089058,-0.047500,16.305500,0.353064,15.741293,16.710425,-1.254945,0.069841,-1.350000,-1.186502,15.783864,0.373190,15.387849,16.198050,-1.205796,0.106541,-1.332450,-1.050273,1.189956,2.131120,-2.500592,2.475477
0.025000,1.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.050000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.050000,0.025000,16.458428,0.356693,15.874574,16.842300,-1.222193,0.064179,-1.311250,-1.153200,0.015840,0.027701,-0.019602,0.043750,16.160039,0.343231,15.614056,16.562525,-1.200516,0.062787,-1.287500,-1.136275,16.671470,0.357852,16.288551,17.115177,-1.244667,0.098662,-1.343425,-1.082411,-0.562234,1.394067,-1.779888,1.809333
0.050000,0.050000,16.399193,0.351244,15.830578,16.789550,-1.193837,0.060476,-1.280000,-1.126750,0.059628,0.031006,0.019431,0.090000,16.031659,0.337845,15.505404,16.443550,-1.165891,0.057867,-1.247500,-1.104500,17.274543,0.322607,16.879361,17.593600,-1.255448,0.097895,-1.366500,-1.100711,-1.333269,2.852931,-3.408450,3.586483
0.050000,0.075000,16.329796,0.336710,15.794426,16.724775,-1.139113,0.057846,-1.223750,-1.077025,0.105958,0.034515,0.062505,0.143750,15.877709,0.324050,15.386761,16.295150,-1.106072,0.054209,-1.185000,-1.049800,17.847436,0.324651,17.467210,18.237212,-1.235308,0.094536,-1.349962,-1.096248,-1.984052,3.908035,-4.747125,4.762713
0.050000,0.100000,16.268687,0.329054,15.761372,16.676150,-1.051262,0.048655,-1.122500,-0.999350,0.153373,0.035130,0.110276,0.190000,15.731163,0.318891,15.268953,16.161100,-1.015955,0.045302,-1.082500,-0.969050,18.319232,0.315909,17.939901,18.652325,-1.174685,0.083861,-1.276625,-1.048934,-2.481343,4.778566,-5.645775,5.783918
0.050000,0.125000,16.210909,0.317394,15.731814,16.622250,-0.934337,0.042268,-0.996250,-0.889550,0.198240,0.036775,0.153610,0.238750,15.592929,0.306815,15.160930,16.024700,-0.898784,0.038942,-0.956250,-0.858325,18.730452,0.296559,18.374650,19.070477,-1.070821,0.074988,-1.160550,-0.957431,-2.942952,5.466131,-6.563125,6.511599
0.050000,0.150000,16.164959,0.313800,15.703314,16.587500,-0.788089,0.035186,-0.840000,-0.749900,0.238862,0.039326,0.189060,0.282500,15.477909,0.303896,15.061870,15.918150,-0.754166,0.031228,-0.800000,-0.720150,19.036940,0.272871,18.687991,19.377936,-0.921616,0.063138,-0.996675,-0.824864,-3.255894,6.017663,-7.235625,7.152696
0.050000,0.175000,16.115051,0.306543,15.684889,16.545575,-0.616965,0.029750,-0.663750,-0.587800,0.272543,0.038903,0.222929,0.312500,15.369922,0.297674,14.985755,15.814800,-0.588374,0.027122,-0.631250,-0.562375,19.310132,0.257428,18.975890,19.582692,-0.731331,0.048332,-0.789325,-0.657927,-3.473137,6.430923,-7.631150,7.655166
0.050000,0.200000,16.082388,0.300797,15.669973,16.515000,-0.421039,0.015668,-0.445000,-0.405350,0.304003,0.039204,0.258199,0.350000,15.291847,0.292718,14.925846,15.737400,-0.401055,0.015232,-0.425000,-0.386700,19.497071,0.237278,19.187016,19.760407,-0.507738,0.031588,-0.545450,-0.459746,-3.725579,6.736125,-8.057650,7.932092
0.050000,0.225000,16.066304,0.297889,15.665461,16.503425,-0.212833,0.006711,-0.220000,-0.203975,0.319225,0.038333,0.273671,0.362500,15.249995,0.290096,14.894198,15.698325,-0.203246,0.007156,-0.212500,-0.194300,19.601479,0.227633,19.301283,19.877072,-0.260684,0.016671,-0.281950,-0.235542,-3.831675,6.881737,-8.224837,8.079385
0.050000,0.250000,16.063206,0.296899,15.671413,16.504700,-0.002132,0.006118,-0.012500,0.003389,0.324581,0.038685,0.277702,0.367500,15.236396,0.289774,14.890542,15.689100,-0.002881,0.007166,-0.015000,0.003637,19.642356,0.221909,19.345025,19.904121,0.000048,0.002768,-0.004250,0.003326,-3.861218,6.936593,-8.292000,8.144701
