# y_hat,full-stokes min,full-stokes max,full-stokes mean,full-stokes std,higher-order min,higher-order max,higher-order mean,higher-order std
1.100000000000000006e-01,1.978511997076022624e+02,1.978526032178518790e+02,1.978519014627270849e+02,7.017551248083009341e-04,1.945495419141328171e+02,1.979365653421230036e+02,1.969083353875533646e+02,2.175093040739532579e+00
1.199999999999999956e-01,1.978428918160161061e+02,1.978562037602943917e+02,1.978495477881552347e+02,6.655972139142818378e-03,1.943862177236278796e+02,1.977428038616477579e+02,1.968150911759258292e+02,1.909737748910507404e+00
1.300000000000000044e-01,1.978345303914078386e+02,1.978508045077594488e+02,1.978426674495836437e+02,8.137058175805123028e-03,1.943411927704356685e+02,1.977386046009008851e+02,1.967429389610167050e+02,1.583233917336858143e+00
1.400000000000000133e-01,1.978122659666824745e+02,1.978364055030272937e+02,1.978243357348548841e+02,1.206976817240956734e-02,1.942962214975489132e+02,1.977258055782721158e+02,1.966699564117851651e+02,1.327011731524997185e+00
1.499999999999999944e-01,1.977892414969967376e+02,1.978220065975731643e+02,1.978056240472849368e+02,1.638255028821333781e-02,1.943775290460708902e+02,1.977130066497771566e+02,1.966206732323800281e+02,1.031840850524659681e+00
1.600000000000000033e-01,1.977485758773940745e+02,1.977832084247540649e+02,1.977658921510740697e+02,1.731627367999521994e-02,1.944588859758501656e+02,1.976766084174215052e+02,1.965846715824835087e+02,9.092796418668955827e-01
1.700000000000000122e-01,1.977069641912818270e+02,1.977444104754291345e+02,1.977256873333554950e+02,1.872314207365377570e-02,1.946128329436606350e+02,1.976402103935428727e+02,1.965733012615094992e+02,8.384873376700812120e-01
1.799999999999999933e-01,1.976416630005238915e+02,1.976880133283472674e+02,1.976648381644355936e+02,2.317516391168794598e-02,1.947667986497993695e+02,1.975870131201883453e+02,1.965574083838631338e+02,8.098490138658021031e-01
1.900000000000000022e-01,1.975734971289031137e+02,1.976140171835522210e+02,1.975937571562276673e+02,2.026002732455367550e-02,1.949007505601462071e+02,1.975170167788172932e+02,1.965632511067110215e+02,8.109395650847333048e-01
2.000000000000000111e-01,1.974775310258480374e+02,1.975400215295455268e+02,1.975087762776967679e+02,3.124525184874471506e-02,1.950347007843350298e+02,1.974470208883643636e+02,1.965650086276348247e+02,8.477473555281676010e-01
2.099999999999999922e-01,1.973725484977624660e+02,1.974152287450399683e+02,1.973938886214012314e+02,2.134012363875115170e-02,1.950544997358350372e+02,1.973298276584918653e+02,1.965148316865873994e+02,9.358109668991470009e-01
2.200000000000000011e-01,1.972375051927893992e+02,1.972904370070597224e+02,1.972639710999245608e+02,2.646590713516161486e-02,1.950743033176927383e+02,1.972126353822598332e+02,1.964647910940566362e+02,1.099178945591807066e+00
2.300000000000000100e-01,1.970822261060467326e+02,1.971304483997006685e+02,1.971063372528736863e+02,2.411114682696791078e-02,1.949216225164570631e+02,1.972424918351564429e+02,1.963673441237527584e+02,1.269982800906264586e+00
2.399999999999999911e-01,1.968982976409223227e+02,1.969352637250911187e+02,1.969167806830067207e+02,1.848304208439799368e-02,1.947689548141387661e+02,1.972865678104664084e+02,1.962355455136402611e+02,1.479427015889689168e+00
2.500000000000000000e-01,1.966765879412816105e+02,1.967400811734190995e+02,1.967083345573503550e+02,3.174661606874451536e-02,1.944391114728431944e+02,1.973221903019425270e+02,1.960582228614627525e+02,1.711834431713915583e+00
2.600000000000000089e-01,1.964336333827376961e+02,1.964529080730976318e+02,1.964432707279176498e+02,9.637345179967837794e-03,1.941092753501001198e+02,1.972686784581414940e+02,1.958025165429192782e+02,1.903131340903059465e+00
2.700000000000000178e-01,1.961292197737069216e+02,1.961657388637514998e+02,1.961474793187292107e+02,1.825954502228910314e-02,1.936417842054192420e+02,1.970558935480945593e+02,1.954772284421097197e+02,2.038728178668754332e+00
2.800000000000000266e-01,1.958029068813089850e+02,1.958261778721294206e+02,1.958145423767192028e+02,1.163549541021779987e-02,1.931742908722611674e+02,1.968432157075045552e+02,1.951308464766881912e+02,2.155351350014448997e+00
2.899999999999999800e-01,1.954200114259373322e+02,1.954342266637079035e+02,1.954271190448226321e+02,7.107618885285659459e-03,1.926289629892276878e+02,1.964058034155424082e+02,1.947022364597738999e+02,2.178686533946975423e+00
2.999999999999999889e-01,1.949976412523294584e+02,1.950422814779203691e+02,1.950199613651249138e+02,2.232011279545531579e-02,1.920836313838539695e+02,1.959105383401720815e+02,1.942500602735939594e+02,2.233964620961385705e+00
3.099999999999999978e-01,1.945449851866244160e+02,1.945579461810142448e+02,1.945514656838193446e+02,6.480497194914391912e-03,1.915129072920924500e+02,1.953644261621265912e+02,1.937275579898403919e+02,2.123486806595036303e+00
3.200000000000000067e-01,1.940373178188400516e+02,1.940736177594156118e+02,1.940554677891278175e+02,1.814997028778009280e-02,1.909421901187976687e+02,1.946483912924388733e+02,1.931602835617066773e+02,2.157303525965899471e+00
3.300000000000000155e-01,1.935137917001972312e+02,1.935686875283265067e+02,1.935412396142618832e+02,2.744791406463775729e-02,1.903827884950701446e+02,1.939325690874786119e+02,1.925799632700195616e+02,2.067722774833733457e+00
3.400000000000000244e-01,1.929687092508830801e+02,1.930431535715730718e+02,1.930059314112280617e+02,3.722216034499581383e-02,1.898234192700361689e+02,1.931529000777541398e+02,1.919741266123222658e+02,2.137390885997453527e+00
3.500000000000000333e-01,1.924219210755947245e+02,1.925176240079547370e+02,1.924697725417747165e+02,4.785146618000624130e-02,1.893061946938815083e+02,1.926296337291675798e+02,1.913661679841371495e+02,2.248817011067991256e+00
3.599999999999999867e-01,1.918875736893977546e+02,1.920420393440908526e+02,1.919648065167443178e+02,7.723282734654901560e-02,1.887890584529804414e+02,1.921352605114468304e+02,1.907337336318435632e+02,2.338700694324650886e+00
3.699999999999999956e-01,1.913777569947760639e+02,1.915664549071094314e+02,1.914721059509427619e+02,9.434895616668370621e-02,1.883551525795944315e+02,1.916408879213829266e+02,1.901289730756551819e+02,2.524875203886373765e+00
3.800000000000000044e-01,1.909361806292144763e+02,1.911686203854544033e+02,1.910524005073344256e+02,1.162198781199634823e-01,1.879214428013947042e+02,1.912124630484772467e+02,1.895457289290700942e+02,2.731979654725780637e+00
3.900000000000000133e-01,1.905548585176956351e+02,1.908485397128040404e+02,1.907016991152498235e+02,1.468405975542026454e-01,1.876009160790144961e+02,1.908499886292185863e+02,1.890345173701047088e+02,2.936404316444234830e+00
4.000000000000000222e-01,1.902432639717409870e+02,1.905284645363373386e+02,1.903858642540391770e+02,1.426002822981757845e-01,1.870537456112475354e+02,1.904875185106839410e+02,1.885559507499516769e+02,3.059304959933720536e+00
4.100000000000000311e-01,1.900632719619335376e+02,1.904375008223314580e+02,1.902503863921324978e+02,1.871144301989602354e-01,1.866115298878787598e+02,1.903449463361406231e+02,1.882471418938373233e+02,3.425287505521008580e+00
4.199999999999999845e-01,1.899849100633389867e+02,1.903465724848099114e+02,1.901657412740744348e+02,1.808312107354623777e-01,1.862873022031598396e+02,1.902024086948223669e+02,1.880061675357379158e+02,3.473573283051226035e+00
4.299999999999999933e-01,1.900029196549310200e+02,1.903672601708683771e+02,1.901850899128996844e+02,1.821702579686785839e-01,1.860881091591657821e+02,1.901778812015253948e+02,1.878618611015181727e+02,3.550874185776069059e+00
4.400000000000000022e-01,1.901179961870867032e+02,1.904996014885718694e+02,1.903087988378292721e+02,1.908026507425830964e-01,1.860150055372065765e+02,1.902714053345514174e+02,1.877892499167461153e+02,3.445265672841163251e+00
4.500000000000000111e-01,1.903423308070345570e+02,1.906320282205956858e+02,1.904871795138151356e+02,1.448487067805643846e-01,1.860580442234936811e+02,1.903650192594957957e+02,1.878163136419098578e+02,3.128143402649081750e+00
4.600000000000000200e-01,1.906274361907843797e+02,1.908881648582962214e+02,1.907578005245403006e+02,1.303643337559208248e-01,1.862012625908330676e+02,1.906135511784953280e+02,1.880339021829417732e+02,3.326244797277692289e+00
4.700000000000000289e-01,1.909453707263009790e+02,1.911444144089526276e+02,1.910448925676267891e+02,9.952184132582431175e-02,1.864206690292481312e+02,1.908622077197167641e+02,1.883357127409917666e+02,3.149538017168071136e+00
4.799999999999999822e-01,1.912709476916665778e+02,1.913835402780245545e+02,1.913272439848455519e+02,5.629629317898832142e-02,1.866882335490937521e+02,1.911115545664794695e+02,1.886554067531864405e+02,2.942680939952851737e+00
4.899999999999999911e-01,1.915761227859962901e+02,1.916055152215584485e+02,1.915908190037773693e+02,1.469621778107921273e-02,1.869708859550265174e+02,1.913615647585711201e+02,1.889724707864434663e+02,3.008380430714229448e+00
5.000000000000000000e-01,1.918275661541455861e+02,1.918326009013353541e+02,1.918300835277404701e+02,2.517373594884020349e-03,1.872405257520039470e+02,1.916116629323849452e+02,1.892988416301241728e+02,2.925291151600757811e+00
5.100000000000000089e-01,1.918877788513472638e+02,1.919948047658594987e+02,1.919412918086033812e+02,5.351295725611748821e-02,1.874680439165299788e+02,1.917191090015757311e+02,1.895511896816073545e+02,3.077963523937539581e+00
5.200000000000000178e-01,1.919480050139671334e+02,1.920593051952269263e+02,1.920036551045970441e+02,5.565009062989645372e-02,1.876363497726816263e+02,1.918265718908101292e+02,1.897608619261658873e+02,3.024227511175640259e+00
5.300000000000000266e-01,1.919212451988126418e+02,1.920302007999314924e+02,1.919757229993720671e+02,5.447780055942530453e-02,1.877373942941746918e+02,1.918418257441912544e+02,1.898671202468461274e+02,3.003862573502159794e+00
5.400000000000000355e-01,1.918074936215407149e+02,1.919201147734731876e+02,1.918638041975069655e+02,5.631057596623634254e-02,1.877701821051084892e+02,1.919499305226037222e+02,1.899322718540140897e+02,3.044363411120942331e+00
5.500000000000000444e-01,1.916937477951877611e+02,1.917459143299317930e+02,1.917198310625597628e+02,2.608326737201593915e-02,1.876978903058766548e+02,1.924267822325415978e+02,1.898929568439692730e+02,2.966550783056685070e+00
5.600000000000000533e-01,1.915113756913558802e+02,1.915248035503768733e+02,1.915180896208663626e+02,6.713929510496541297e-03,1.874346616761868063e+02,1.923746355623110560e+02,1.897206190292314147e+02,3.019667089067177290e+00
5.700000000000000622e-01,1.912918055212549291e+02,1.913290477848044588e+02,1.913104266530297082e+02,1.862113177476487635e-02,1.870922419484798240e+02,1.923224888969826054e+02,1.895222348160708066e+02,3.004635766165238753e+00
5.799999999999999600e-01,1.910806245168664361e+02,1.911825442064735796e+02,1.911315843616700079e+02,5.095984480357174107e-02,1.866944970109853159e+02,1.922703422365602250e+02,1.893198097894502894e+02,2.885191564486621729e+00
5.899999999999999689e-01,1.909055267776586504e+02,1.910718762540594184e+02,1.909887015158590202e+02,8.317473820038401300e-02,1.862992881516566399e+02,1.922181955810479508e+02,1.891568456668667295e+02,2.559507851809249335e+00
5.999999999999999778e-01,1.907822504164091981e+02,1.909612677538748926e+02,1.908717590851420596e+02,8.950866873284724079e-02,1.860108285341711962e+02,1.921660489304497332e+02,1.890264888082817833e+02,2.148195353646972894e+00
6.099999999999999867e-01,1.907550085858852356e+02,1.910047425995132642e+02,1.908798755926992499e+02,1.248670068140143030e-01,1.857223863495915452e+02,1.920370732776043781e+02,1.889683124595204617e+02,2.664471224862067444e+00
6.199999999999999956e-01,1.907933483205535765e+02,1.910482565628625196e+02,1.909208024417080480e+02,1.274541211544715225e-01,1.855240910175469935e+02,1.919081686142307035e+02,1.889428446967380069e+02,3.030240369273695222e+00
6.300000000000000044e-01,1.908929446830514962e+02,1.911682155461546984e+02,1.910305801146030831e+02,1.376354315516010729e-01,1.854309004268726540e+02,1.917793350834755586e+02,1.890105834102649567e+02,3.286909982102364403e+00
6.400000000000000133e-01,1.910810804704973407e+02,1.913646014615684692e+02,1.912228409660328907e+02,1.417604955355642460e-01,1.853375546961122780e+02,1.916505728287916952e+02,1.891072374559164473e+02,3.561939432663791649e+00
6.500000000000000222e-01,1.913221467469150241e+02,1.915610023169395504e+02,1.914415745319273015e+02,1.194277850122631435e-01,1.853941647286061141e+02,1.915218819939381945e+02,1.892663084979616883e+02,3.664695916176130108e+00
6.600000000000000311e-01,1.915991410960784833e+02,1.918538077207757624e+02,1.917264744084271229e+02,1.273333123486395380e-01,1.854677107522129802e+02,1.916616061693661095e+02,1.895133539533752582e+02,4.013032491537387614e+00
6.700000000000000400e-01,1.919211524676679517e+02,1.921466162666425532e+02,1.920338843671552524e+02,1.127318994873007796e-01,1.855733705313626558e+02,1.918394202067386800e+02,1.897699152922794497e+02,4.296496663884679990e+00
6.800000000000000488e-01,1.922591141896817248e+02,1.924556232122564552e+02,1.923573687009690900e+02,9.825451128736517603e-02,1.857435134119774887e+02,1.921390276173729035e+02,1.900470611253093978e+02,4.486190996991903823e+00
6.900000000000000577e-01,1.926069130738645754e+02,1.927808263560510227e+02,1.926938697149577990e+02,8.695664109322365221e-02,1.859135976447842324e+02,1.924630306613336757e+02,1.903109679073027678e+02,4.670365502874565422e+00
7.000000000000000666e-01,1.929563040260823925e+02,1.931060296936735199e+02,1.930311668598779420e+02,7.486283379556368800e-02,1.861546073323126507e+02,1.927870338589168000e+02,1.905876543199051980e+02,4.748976050301232377e+00
7.099999999999999645e-01,1.932986725193993891e+02,1.934168282638844403e+02,1.933577503916419005e+02,5.907787224252558644e-02,1.864170522229488824e+02,1.931062319678095776e+02,1.908655465510066165e+02,4.824935456014255664e+00
7.199999999999999734e-01,1.936318886475207250e+02,1.937276268716193215e+02,1.936797577595700091e+02,4.786911204929822361e-02,1.867003575208194377e+02,1.934254301340735935e+02,1.911435963605355823e+02,4.881321366757289226e+00
7.299999999999999822e-01,1.939437895872627280e+02,1.940196247970721402e+02,1.939817071921674483e+02,3.791760490470608147e-02,1.870638522013302349e+02,1.937278276320093653e+02,1.914216309028594765e+02,4.831992750549865434e+00
7.399999999999999911e-01,1.942468120910678522e+02,1.942928221290698048e+02,1.942698171100688285e+02,2.300501900097629004e-02,1.874270240544086619e+02,1.940134245582765118e+02,1.916912349041872972e+02,4.784385859792281259e+00
7.500000000000000000e-01,1.945204803064015664e+02,1.945660196163301521e+02,1.945432499613658592e+02,2.276965496429284030e-02,1.878453440241762564e+02,1.942990216698744064e+02,1.919759138426134939e+02,4.674364264253652479e+00
7.600000000000000089e-01,1.947822638405023667e+02,1.947960172295927350e+02,1.947891405350475509e+02,6.876694545184136587e-03,1.882946637544648070e+02,1.945410189911935959e+02,1.922487023581892629e+02,4.483426329836251334e+00
7.700000000000000178e-01,1.950229135818608199e+02,1.950260150001753061e+02,1.950244642910180630e+02,1.550709157243090885e-03,1.887466766512559104e+02,1.947830164921860217e+02,1.925389151499245202e+02,4.311416342252121225e+00
7.800000000000000266e-01,1.952364130748221100e+02,1.952453527863375200e+02,1.952408829305798008e+02,4.469855757704976895e-03,1.892287072972378610e+02,1.950048143414076094e+02,1.928265113760441523e+02,4.082296369462931729e+00
7.900000000000000355e-01,1.954272114210256461e+02,1.954549294763948240e+02,1.954410704487102350e+02,1.385902768458890932e-02,1.897121658147502785e+02,1.952064125008220685e+02,1.931278048763497850e+02,3.870823230923305491e+00
8.000000000000000444e-01,1.956180098804653369e+02,1.956431302348056249e+02,1.956305700576354809e+02,1.256017717014401569e-02,1.901886520942481980e+02,1.954080107883056314e+02,1.934235210706102635e+02,3.669664114123142973e+00
8.100000000000000533e-01,1.957768087166700468e+02,1.958249192952385442e+02,1.958008640059542813e+02,2.405528928424871538e-02,1.906572588896294178e+02,1.955748095040783028e+02,1.936977705557283400e+02,3.440206277635122323e+00
8.200000000000000622e-01,1.959356076266333275e+02,1.959846561247333625e+02,1.959601318756833450e+02,2.452424905001748812e-02,1.911228541006134094e+02,1.957416083022004329e+02,1.939680234501262532e+02,3.229227910612333829e+00
8.300000000000000711e-01,1.960812067083915622e+02,1.961421148965067403e+02,1.961116608024491370e+02,3.045409405758903176e-02,1.915494629282589756e+02,1.958948072877618074e+02,1.942148669845086033e+02,3.005489139250375086e+00
8.399999999999999689e-01,1.962136059420048184e+02,1.962788002121284023e+02,1.962462030770666104e+02,3.259713506179195974e-02,1.919699000237323787e+02,1.960344064390124572e+02,1.944551519895562990e+02,2.791732727448743567e+00
8.499999999999999778e-01,1.963460052225611889e+02,1.964145682683725340e+02,1.963802867454668615e+02,3.428152290567254568e-02,1.923625828521684014e+02,1.961740056433426389e+02,1.946585747317786570e+02,2.509776336482271386e+00
8.599999999999999867e-01,1.964584046806325830e+02,1.965332350828217045e+02,1.964958198817271295e+02,3.741520109456075716e-02,1.927149163550439255e+02,1.962916050553408809e+02,1.948437228087600488e+02,2.261866334926968758e+00
8.699999999999999956e-01,1.965708041686672516e+02,1.966511033811993343e+02,1.966109537749333072e+02,4.014960626604135996e-02,1.930743041955402930e+02,1.964092045000042788e+02,1.949905903577445372e+02,1.941959646798893546e+00
8.800000000000000044e-01,1.966750037340543713e+02,1.967543664326092312e+02,1.967146850833318013e+02,3.968134927742994478e-02,1.933657234778463874e+02,1.965180040215670942e+02,1.951200930146718520e+02,1.702511281039021052e+00
8.900000000000000133e-01,1.967710033686063582e+02,1.968575692726362547e+02,1.968142863206213065e+02,4.328295201494825051e-02,1.936376005624662469e+02,1.966180036122078718e+02,1.952162674673689367e+02,1.489704072119631073e+00
9.000000000000000222e-01,1.968670030221388458e+02,1.969471943874830231e+02,1.969070987048109487e+02,4.009568267208862835e-02,1.938845203873380001e+02,1.967180032250080615e+02,1.953060405390024243e+02,1.341716781277178638e+00
9.100000000000000311e-01,1.969494027631348843e+02,1.970368195124844988e+02,1.969931111378097057e+02,4.370837467480725991e-02,1.940141289667083981e+02,1.968040029570794047e+02,1.953760160972775282e+02,1.264019786390303990e+00
9.200000000000000400e-01,1.970318025158335615e+02,1.971158263598853182e+02,1.970738144378594257e+02,4.201192202587833435e-02,1.938755786617615513e+02,1.968900027008778295e+02,1.954429574730242507e+02,1.215628386015091378e+00
9.300000000000000488e-01,1.971086023081293774e+02,1.971937504602703370e+02,1.971511763841998572e+02,4.257407607047980491e-02,1.937887733120900293e+02,1.969700024683948527e+02,1.955104535375167529e+02,1.181223460813401349e+00
9.400000000000000577e-01,1.971798021362880888e+02,1.972634452615513680e+02,1.972216236989197284e+02,4.182156263163960830e-02,1.937019983077315999e+02,1.970440022579386437e+02,1.955728698837759509e+02,1.158294063229653004e+00
9.500000000000000666e-01,1.972510019711520215e+02,1.973305383487447386e+02,1.972907701599483801e+02,3.976818879635857229e-02,1.937338000312688564e+02,1.971180020569322835e+02,1.956594424251701696e+02,1.089673767028042528e+00
9.599999999999999645e-01,1.973126018601170699e+02,1.973922994872274330e+02,1.973524506736722515e+02,3.984881355518155033e-02,1.937656857386095339e+02,1.971824019710657296e+02,1.957403977261928958e+02,9.727904708207716356e-01
9.699999999999999734e-01,1.973742017523339598e+02,1.974498740202726310e+02,1.974120378863032954e+02,3.783613396933560580e-02,1.940280059666877150e+02,1.972468018870571029e+02,1.958657663679249481e+02,8.819082690753333731e-01
9.799999999999999822e-01,1.974316016703922401e+02,1.975047580431934193e+02,1.974681798567928297e+02,3.657818640058962956e-02,1.942904555485056051e+02,1.973062017694524286e+02,1.960020149565664838e+02,8.329662566736303342e-01
9.899999999999999911e-01,1.974848016126291270e+02,1.975535780946073316e+02,1.975191898536182293e+02,3.438824098910231442e-02,1.946065030860315233e+02,1.973606016217204626e+02,1.961572176495941164e+02,8.199799703413366281e-01
1.000000000000000000e+00,1.975380015558976083e+02,1.976023981461587766e+02,1.975701998510281783e+02,3.219829513058414250e-02,1.949225698332009813e+02,1.974150014804654631e+02,1.963111769260156052e+02,9.158993216749682365e-01
