# x_hat,full-stokes min,full-stokes max,full-stokes mean,full-stokes std,higher-order min,higher-order max,higher-order mean,higher-order std
3.300000000000000155e-01,2.375760731329526365e+00,2.662005697348158950e+00,2.521897400093115582e+00,8.622610424737275903e-02,2.286260088873174556e+00,2.731450124590415918e+00,2.541442511849988595e+00,1.104434669784000039e-01
3.400000000000000244e-01,2.764722014033241138e+00,2.945297494759214985e+00,2.845650239349142296e+00,5.090763826467116504e-02,2.530660036597588647e+00,3.012987665948244409e+00,2.826504159392682958e+00,1.226303605414414827e-01
3.500000000000000333e-01,3.073569712440287649e+00,3.420861404905701342e+00,3.221629567464914246e+00,1.047295293699858632e-01,2.828150008112282787e+00,3.418462706255913641e+00,3.174141553041344821e+00,1.447318860645122052e-01
3.599999999999999867e-01,3.592525089831631657e+00,4.026202321347093438e+00,3.695878373626284574e+00,1.303026407347007698e-01,3.186740000016024421e+00,3.823887794203204127e+00,3.620499170579992043e+00,1.654128019811599015e-01
3.699999999999999956e-01,4.092257340497700291e+00,4.631543237792643097e+00,4.238186442850016888e+00,1.603416769865958214e-01,3.615670007984722822e+00,4.391225314707871696e+00,4.133230882114104610e+00,1.937591374021337132e-01
3.800000000000000044e-01,4.689769259502495125e+00,5.236884154240906142e+00,4.819605642532986955e+00,1.719549285731709065e-01,4.125370026999182649e+00,4.958512988049566417e+00,4.680838705431463964e+00,2.294544733505812784e-01
3.900000000000000133e-01,5.386676446178356059e+00,5.842225070691038802e+00,5.513895172601183781e+00,1.359115248230447215e-01,4.727610051456967000e+00,5.734238337949186359e+00,5.405717290381204521e+00,2.595078315639520183e-01
4.000000000000000222e-01,6.013028768887842546e+00,6.461711458217264337e+00,6.285305377288925577e+00,1.359779532241529032e-01,5.435210075309577782e+00,6.510025786479268106e+00,6.206505929013959033e+00,2.866359943829009937e-01
4.100000000000000311e-01,7.052906903594990951e+00,7.355588415459297202e+00,7.238169785999563288e+00,8.514074478639017951e-02,6.262160092421610535e+00,7.547838167782301433e+00,7.214625628925054102e+00,3.484279435839365280e-01
4.199999999999999845e-01,8.073182866210375508e+00,8.534594092409282240e+00,8.372668798723131189e+00,1.400063419517923735e-01,7.223190097345330685e+00,8.585601232295848817e+00,8.301855769159377729e+00,3.758109934883210324e-01
4.299999999999999933e-01,9.537185571982959686e+00,9.923328895625106227e+00,9.698955456864077007e+00,1.229874109073077204e-01,8.333810086629922509e+00,9.942713429826701699e+00,9.494563711965042785e+00,4.591926109978243242e-01
4.400000000000000022e-01,1.100651072960872767e+01,1.177347492506837767e+01,1.119355201032048797e+01,2.326206346252420731e-01,9.609720060812239950e+00,1.129980183372284941e+01,1.093764514063904691e+01,4.733995897796118291e-01
4.500000000000000111e-01,1.226793442121963018e+01,1.362362095452856181e+01,1.280256914904945020e+01,3.671960198136196563e-01,1.106660002701365109e+01,1.303200345352379941e+01,1.255540070869054325e+01,5.314622982472441137e-01
4.600000000000000200e-01,1.447407432209471523e+01,1.547376698399959416e+01,1.472017412897381483e+01,2.961862101385571711e-01,1.271970000189090300e+01,1.512000330687794580e+01,1.447047260199662766e+01,6.143378082913010241e-01
4.700000000000000289e-01,1.657734633883907804e+01,1.732391301347799839e+01,1.681875872524221194e+01,2.200707012651152983e-01,1.458310001421799029e+01,1.785001120447828526e+01,1.663001722897374179e+01,7.673600863047786991e-01
4.799999999999999822e-01,1.888387266153682020e+01,1.921983344996470677e+01,1.907261875619092706e+01,1.087414229172998514e-01,1.666930010597014089e+01,1.939501031193332636e+01,1.880873325971079879e+01,7.315686768506222126e-01
4.899999999999999911e-01,2.102420507244912073e+01,2.172491298782516012e+01,2.150453373858842454e+01,2.051803395528681573e-01,1.898900033079821981e+01,2.171028448064615901e+01,2.120667908216573139e+01,7.715611541487173985e-01
5.000000000000000000e-01,2.287435110003993444e+01,2.468252113524145486e+01,2.408620271122188683e+01,5.291248638269930860e-01,2.155000074981060010e+01,2.459559980202082130e+01,2.394762390618762282e+01,8.405715623813198034e-01
5.100000000000000089e-01,2.647085955901873433e+01,2.763246775956853796e+01,2.725928151503438457e+01,3.263150579250831962e-01,2.435700142638446053e+01,2.829000706963502765e+01,2.710429021942585948e+01,9.825789558343340779e-01
5.200000000000000178e-01,3.006736802387602836e+01,3.101336860210949808e+01,3.060240556530470002e+01,2.508275253652034742e-01,2.741130242286801533e+01,3.254001382913043727e+01,3.045164685619047873e+01,1.201516147972215398e+00
5.300000000000000266e-01,3.366387648875124228e+01,3.459545650303353170e+01,3.413605831101912003e+01,2.407982726415787145e-01,3.071000380084380410e+01,3.484501291433252135e+01,3.381511686134687267e+01,1.111117643008412204e+00
5.400000000000000355e-01,3.726038495363920333e+01,3.825526300239869215e+01,3.780477869446656314e+01,2.645436158433527862e-01,3.424590562299163565e+01,3.829672565134498541e+01,3.730660166653208165e+01,1.111444073273410993e+00
5.500000000000000444e-01,4.085689341853652934e+01,4.236113065391478472e+01,4.162469322425029361e+01,4.237543312554343800e-01,3.800620795453698264e+01,4.231763004453371479e+01,4.125334030830776300e+01,1.225567032513924071e+00
5.600000000000000533e-01,4.445340188344095367e+01,4.648453621959622950e+01,4.571130864230975277e+01,5.444786742326802598e-01,4.197421086069427787e+01,4.732001690616773715e+01,4.545840369193454222e+01,1.416844403682469444e+00
5.700000000000000622e-01,4.804991034835088470e+01,5.082772781837856968e+01,4.988010740701915324e+01,7.503999344224304702e-01,4.612711440264355645e+01,5.278001515725439674e+01,4.980221560406187109e+01,1.693626540318115437e+00
5.799999999999999600e-01,5.164641881326512873e+01,5.532384175281357130e+01,5.417201363914073653e+01,1.008988365833588308e+00,5.043711863211408541e+01,5.559001439107566966e+01,5.398015002011036501e+01,1.571441181123589326e+00
5.899999999999999689e-01,5.546578549738217845e+01,5.979723770663542837e+01,5.854674454535653894e+01,1.213202133482983225e+00,5.487122358500673869e+01,5.983727470943697568e+01,5.822438392918456884e+01,1.573621588872326393e+00
5.999999999999999778e-01,5.939658128946886961e+01,6.439546142760882219e+01,6.296520173871435588e+01,1.405186342912289943e+00,5.939172927822148296e+01,6.450675524776764291e+01,6.280331240149566696e+01,1.746919419098360571e+00
