# y_hat,full-stokes min,full-stokes max,full-stokes mean,full-stokes std,higher-order min,higher-order max,higher-order mean,higher-order std
3.099999999999999978e-01,7.946476000000000539e+00,1.073820923803539884e+01,9.342342619017699690e+00,1.395866619017699151e+00,6.437466118352542566e+00,9.007414129644260470e+00,7.813219249599361760e+00,8.230521221597141279e-01
3.200000000000000067e-01,1.006689200000000106e+01,1.297943086273239821e+01,1.152316143136619964e+01,1.456269431366198575e+00,8.446618640366102326e+00,1.112392878542996044e+01,9.933683885159213744e+00,8.621006451827122330e-01
3.300000000000000155e-01,1.248554000000000386e+01,1.537728340645335656e+01,1.393141170322667932e+01,1.445871703226676352e+00,1.045577116237966209e+01,1.372528297501650663e+01,1.226266682747923831e+01,1.043633277921899749e+00
3.400000000000000244e-01,1.520242000000001070e+01,1.800240294955244380e+01,1.660241147477622548e+01,1.399991474776216549e+00,1.287779081825964766e+01,1.632700942086023943e+01,1.478384804782398376e+01,1.115247437617981063e+00
3.500000000000000333e-01,1.791930000000001399e+01,2.088548906741875300e+01,1.940239453370938350e+01,1.483094533709369500e+00,1.550624373142264822e+01,1.936121972345713971e+01,1.747681269097596868e+01,1.286375856503726878e+00
3.599999999999999867e-01,2.105773999999999901e+01,2.388259916821556672e+01,2.247016958410778287e+01,1.412429584107783853e+00,1.817197700064504318e+01,2.239572803705646820e+01,2.049020500754030394e+01,1.409751682320059762e+00
3.699999999999999956e-01,2.419618000000000180e+01,2.700638928628717395e+01,2.560128464314358609e+01,1.405104643143586074e+00,2.116391374887113486e+01,2.568464859815466639e+01,2.364172046940516125e+01,1.508765559952265356e+00
3.800000000000000044e-01,2.732588000000000150e+01,3.015396955141611457e+01,2.873992477570805804e+01,1.414044775708056534e+00,2.415585049709722654e+01,2.897345785133472518e+01,2.680119766968638828e+01,1.610937140646161669e+00
3.900000000000000133e-01,3.044684000000000168e+01,3.322431957549686388e+01,3.183557978774843278e+01,1.388739787748431098e+00,2.706493505008535649e+01,3.218914951891822085e+01,2.991746491380071760e+01,1.716203932621511274e+00
4.000000000000000222e-01,3.356779999999999831e+01,3.617423240381189231e+01,3.487101620190594531e+01,1.303216201905947003e+00,2.990300356761370537e+01,3.540384312547132595e+01,3.298732933861700900e+01,1.833012055922697892e+00
4.100000000000000311e-01,3.597568000000000410e+01,3.873125253209133945e+01,3.735346626604567177e+01,1.377786266045667674e+00,3.274107208514205070e+01,3.808294284123209650e+01,3.565773898527483254e+01,1.769357183017430835e+00
4.199999999999999845e-01,3.838355999999999568e+01,4.084291371127193315e+01,3.961323685563596086e+01,1.229676855635968735e+00,3.460404516277621667e+01,4.075975658039104133e+01,3.804467234863344771e+01,2.004235837391055597e+00
4.299999999999999933e-01,4.003088000000000335e+01,4.244472300853155389e+01,4.123780150426577507e+01,1.206921504265775269e+00,3.644135786043306524e+01,4.236864253125389013e+01,3.994570807833739678e+01,1.925987959784653869e+00
4.400000000000000022e-01,4.091764000000000578e+01,4.343325923920590270e+01,4.217544961960295780e+01,1.257809619602948459e+00,3.753873014921403239e+01,4.397394131245328452e+01,4.140485829233345783e+01,2.187055784835879813e+00
4.500000000000000111e-01,4.180440000000000111e+01,4.344743301925132783e+01,4.262591650962566803e+01,8.215165096256633603e-01,3.757243629662937678e+01,4.559000000000000341e+01,4.217874154813159748e+01,2.705189218890790670e+00
4.600000000000000200e-01,4.055039999999999623e+01,4.257540770501545779e+01,4.156290385250773056e+01,1.012503852507730784e+00,3.760614244404473538e+01,4.469200000000000017e+01,4.162556709210353745e+01,2.557011141845745517e+00
4.700000000000000289e-01,3.929639999999999844e+01,4.083608362621710342e+01,4.006624181310854738e+01,7.698418131085524863e-01,3.568728145726126399e+01,4.379399999999999693e+01,4.013088830366110926e+01,2.784767302339322903e+00
4.799999999999999822e-01,3.694206000000000500e+01,3.821661637792259114e+01,3.757933818896130163e+01,6.372781889612930684e-01,3.341340868381964668e+01,4.289600000000000080e+01,3.815165772556709101e+01,3.263574550720075074e+00
4.899999999999999911e-01,3.348738000000000170e+01,3.474249128077362769e+01,3.411493564038681825e+01,6.275556403868129962e-01,3.057515492046962535e+01,4.199800000000000466e+01,3.530661798145246877e+01,3.905508351816801227e+00
5.000000000000000000e-01,3.003269999999999840e+01,3.049014060000004633e+01,3.026142030000002237e+01,2.287203000000239683e-01,2.630029299999998926e+01,4.110000000000000142e+01,3.201980007069477097e+01,5.065423902593734873e+00
5.100000000000000089e-01,2.507169999999999987e+01,2.553298211947682361e+01,2.530234105973840997e+01,2.306410597384118688e-01,2.202543107953035673e+01,3.610999999999999943e+01,2.721874907949635869e+01,4.902019132885609309e+00
5.200000000000000178e-01,2.011069999999999780e+01,2.019145279386044223e+01,2.015107639693022179e+01,4.037639693022221365e-02,1.704879303962631099e+01,3.112000000000000099e+01,2.219321173660841140e+01,4.938983206838244655e+00
5.300000000000000266e-01,1.466917512562562642e+01,1.500422799999999945e+01,1.483670156281281294e+01,1.675264371871865166e-01,1.179645762252333796e+01,2.613000000000000256e+01,1.693560006847999588e+01,5.042583095129228532e+00
5.400000000000000355e-01,9.155406990369714393e+00,9.752283999999999509e+00,9.453845495184857839e+00,2.984385048151425579e-01,6.612138197227714898e+00,2.114000000000000057e+01,1.166440114203750156e+01,5.148188269328916711e+00
5.500000000000000444e-01,3.811326346868042947e+00,4.500339999999999563e+00,4.155833173434021255e+00,3.445068265659783080e-01,1.801907168976886409e+00,1.614999999999999858e+01,6.570208403389175444e+00,5.176934179665983571e+00
5.600000000000000533e-01,-1.195942864461760236e+00,1.143439999999804613e-01,-5.407994322308898871e-01,6.551434322308703484e-01,-3.008323859273940748e+00,1.152799999999998981e+01,1.815864067024961503e+00,5.196122967927686354e+00
5.700000000000000622e-01,-5.580120940165209653e+00,-4.271652000000038640e+00,-4.925886470082623703e+00,6.542344700825855064e-01,-6.993773807623966832e+00,6.905999999999981043e+00,-2.481463734254329090e+00,5.040208658674872666e+00
5.799999999999999600e-01,-9.408939668359137087e+00,-7.919720000000000759e+00,-8.664329834179568479e+00,7.446098341795681641e-01,-1.040546397763661091e+01,2.284000000000020236e+00,-6.386719979866110286e+00,4.623379136858261518e+00
5.899999999999999689e-01,-1.268332736998900678e+01,-1.082986000000000004e+01,-1.175659368499450252e+01,9.267336849945033705e-01,-1.377436000771848690e+01,-2.337999999999989864e+00,-9.750231296158968775e+00,4.090665556996327723e+00
5.999999999999999778e-01,-1.536973972547814249e+01,-1.374000000000000021e+01,-1.455486986273907135e+01,8.148698627390711380e-01,-1.551707705145658878e+01,-6.959999999999999964e+00,-1.266043416901284857e+01,3.190243827530879983e+00
6.099999999999999867e-01,-1.727354642627958370e+01,-1.518672000000000111e+01,-1.623013321313979418e+01,1.043413213139791296e+00,-1.725979409519468533e+01,-8.440000000000001279e+00,-1.427854943678642563e+01,3.247771776031205260e+00
6.199999999999999956e-01,-1.873569649746328025e+01,-1.663344000000000023e+01,-1.768456824873164024e+01,1.051128248731640014e+00,-1.840384487958201376e+01,-9.919999999999999929e+00,-1.567078775790993461e+01,3.132754024272416782e+00
6.300000000000000044e-01,-1.980264424149322267e+01,-1.754144000000000148e+01,-1.867204212074661029e+01,1.130602120746610595e+00,-1.884945039761522878e+01,-1.140000000000000036e+01,-1.652891703472483798e+01,2.830039867723566083e+00
6.400000000000000133e-01,-2.035624440060285067e+01,-1.791072000000000131e+01,-1.913348220030142599e+01,1.222762200301424684e+00,-1.929505591564844025e+01,-1.287999999999999901e+01,-1.720014016081057662e+01,2.406658526265638365e+00
6.500000000000000222e-01,-2.062406246360696827e+01,-1.828000000000000114e+01,-1.945203123180348470e+01,1.172031231803483564e+00,-1.902361421766948979e+01,-1.435999999999999943e+01,-1.753902169333964878e+01,1.885542948715583700e+00
6.600000000000000311e-01,-2.069722579629218728e+01,-1.803308000000000177e+01,-1.936515289814609275e+01,1.332072898146092754e+00,-1.876000000000000156e+01,-1.413199999999999967e+01,-1.735142160936546318e+01,1.827188832240275840e+00
6.700000000000000400e-01,-2.052374870282558561e+01,-1.778616000000000241e+01,-1.915495435141279401e+01,1.368794351412791599e+00,-1.842000000000000171e+01,-1.390399999999999991e+01,-1.703556474338826732e+01,1.766396083595810573e+00
6.800000000000000488e-01,-2.024207415466521098e+01,-1.740975999999999857e+01,-1.882591707733260478e+01,1.416157077332606207e+00,-1.797428000000000026e+01,-1.367599999999999838e+01,-1.663035455042547639e+01,1.645477812667710094e+00
6.900000000000000577e-01,-1.989021946162182886e+01,-1.690387999999999735e+01,-1.839704973081091310e+01,1.493169730810915752e+00,-1.743999999999999773e+01,-1.344800000000000040e+01,-1.615550512996915700e+01,1.508390693918523207e+00
7.000000000000000666e-01,-1.945657345815427774e+01,-1.639799999999999258e+01,-1.792728672907713516e+01,1.529286729077142581e+00,-1.687539999999999196e+01,-1.321999999999999886e+01,-1.566040308130764380e+01,1.363426809769003878e+00
7.099999999999999645e-01,-1.901129486038816907e+01,-1.584211999999999954e+01,-1.742670743019408519e+01,1.584587430194084767e+00,-1.628948000000000107e+01,-1.278599999999999959e+01,-1.510465478991821087e+01,1.289414635251460162e+00
7.199999999999999734e-01,-1.855085547877907359e+01,-1.528624000000000116e+01,-1.691854773938953826e+01,1.632307739389536216e+00,-1.570356000000000130e+01,-1.235200000000000031e+01,-1.455354839995305305e+01,1.225706151629943452e+00
7.299999999999999822e-01,-1.809625285608324674e+01,-1.475176000000000087e+01,-1.642400642804162203e+01,1.672246428041622934e+00,-1.514321999999999946e+01,-1.191799999999999926e+01,-1.402809402592244226e+01,1.176555086357368607e+00
7.399999999999999911e-01,-1.764537987671141650e+01,-1.423868000000000045e+01,-1.594202993835570936e+01,1.703349938355708026e+00,-1.460846000000000089e+01,-1.148400000000000176e+01,-1.351375747810162764e+01,1.146965056457691201e+00
7.500000000000000000e-01,-1.721537033393335037e+01,-1.372560000000000002e+01,-1.547048516696667519e+01,1.744885166966675172e+00,-1.407370000000000054e+01,-1.105000000000000071e+01,-1.302652194508206129e+01,1.130461591015877953e+00
7.600000000000000089e-01,-1.679510829438353525e+01,-1.328191999999999950e+01,-1.503851414719176738e+01,1.756594147191767874e+00,-1.361294000000000004e+01,-1.072400000000000198e+01,-1.258736619177518534e+01,1.104062535675469414e+00
7.700000000000000178e-01,-1.639217952752049001e+01,-1.283824000000000076e+01,-1.461520976376024450e+01,1.776969763760244625e+00,-1.315218000000000131e+01,-1.039799999999999969e+01,-1.217077660885924217e+01,1.101898658799387309e+00
7.800000000000000266e-01,-1.600335075446013988e+01,-1.242824000000000062e+01,-1.421579537723006936e+01,1.787555377230069631e+00,-1.272670000000000101e+01,-1.007200000000000095e+01,-1.178440755916618343e+01,1.106576338383103764e+00
7.900000000000000355e-01,-1.562448114004002520e+01,-1.205191999999999908e+01,-1.383820057002001214e+01,1.786280570020013059e+00,-1.238039440944409364e+01,-9.746000000000000441e+00,-1.142247589115093120e+01,1.138857083885350452e+00
8.000000000000000444e-01,-1.526032386479616676e+01,-1.167559999999999931e+01,-1.346796193239808304e+01,1.792361932398083724e+00,-1.219668757237572265e+01,-9.419999999999999929e+00,-1.107295606025302348e+01,1.174233316117789583e+00
8.100000000000000533e-01,-1.490057958194663179e+01,-1.135611999999999711e+01,-1.312834979097331356e+01,1.772229790973317343e+00,-1.205689804968049472e+01,-9.201999999999999957e+00,-1.077953775825728577e+01,1.199979726721843942e+00
8.200000000000000622e-01,-1.455217464101316871e+01,-1.103663999999999490e+01,-1.279440732050658269e+01,1.757767320506586906e+00,-1.191713665206651740e+01,-8.983999999999998209e+00,-1.049012142127969938e+01,1.236057944561093747e+00
8.300000000000000711e-01,-1.420493399606297125e+01,-1.074011999999999567e+01,-1.247252699803148346e+01,1.732406998031487788e+00,-1.180880661098305495e+01,-8.683615977178762435e+00,-1.023284051763236313e+01,1.270698809837995880e+00
8.399999999999999689e-01,-1.386580591400517193e+01,-1.046655999999999942e+01,-1.216618295700258656e+01,1.699622957002586254e+00,-1.170049606943034881e+01,-8.345627214636856195e+00,-9.983292656813443244e+00,1.312385552657183707e+00
8.499999999999999778e-01,-1.352681325191306172e+01,-1.019299999999999962e+01,-1.185990662595652978e+01,1.666906625956531052e+00,-1.161114904794523994e+01,-8.030480833579556332e+00,-9.748105976304959341e+00,1.359650926946026184e+00
8.599999999999999867e-01,-1.319034524099657446e+01,-9.956067999999998364e+00,-1.157320662049828641e+01,1.617138620498288049e+00,-1.152181360126800769e+01,-7.751882322287881877e+00,-9.547708784711179675e+00,1.386826339799819952e+00
8.699999999999999956e-01,-1.285395980612999445e+01,-9.719136000000000664e+00,-1.128654790306499756e+01,1.567411903064996892e+00,-1.144196290700000063e+01,-7.473283810996209198e+00,-9.351208543599241807e+00,1.421112160320968210e+00
8.800000000000000044e-01,-1.251908468204726432e+01,-9.496881999999999380e+00,-1.100798334102363185e+01,1.511101341023632472e+00,-1.136211790699999824e+01,-7.241150031121214248e+00,-9.171165187624241710e+00,1.448678328662836412e+00
8.900000000000000133e-01,-1.218419855991033174e+01,-9.289305999999999841e+00,-1.073675227995516579e+01,1.447446279955165949e+00,-1.128227250801253945e+01,-7.019180398856050829e+00,-8.996317381373717836e+00,1.476785752820102715e+00
9.000000000000000222e-01,-1.184683299081829588e+01,-9.081730000000000302e+00,-1.046428149540914809e+01,1.382551495409147790e+00,-1.120242710878554426e+01,-6.805181938176405154e+00,-8.827063809392388549e+00,1.505542514046758651e+00
9.100000000000000311e-01,-1.150946742172626003e+01,-8.897669999999999746e+00,-1.020356871086313078e+01,1.305898710863130141e+00,-1.111259755373776770e+01,-6.614299906182358413e+00,-8.677411091984023273e+00,1.520532026942517767e+00
9.200000000000000400e-01,-1.117258587875400977e+01,-8.713609999999999189e+00,-9.943097939377004479e+00,1.229487939377005290e+00,-1.102276210456052219e+01,-6.423417874188310783e+00,-8.529757195749766652e+00,1.537658490249949939e+00
9.300000000000000488e-01,-1.083575369217234474e+01,-8.538928000000000296e+00,-9.687340846086172519e+00,1.148412846086172223e+00,-1.092644038715193489e+01,-6.256694960362745306e+00,-8.389839069502935232e+00,1.548325326526956980e+00
9.400000000000000577e-01,-1.049553156453719538e+01,-8.373623999999999512e+00,-9.434577782268597446e+00,1.060953782268597934e+00,-1.083011490552452827e+01,-6.100709416880288671e+00,-8.254268864480962975e+00,1.557601300126391752e+00
9.500000000000000666e-01,-1.015423769754232985e+01,-8.208319999999998728e+00,-9.181278848771164292e+00,9.729588487711655631e-01,-1.069636491194911798e+01,-5.947708463270570789e+00,-8.113810675043936271e+00,1.554813862927124424e+00
9.599999999999999645e-01,-9.815895824943755343e+00,-8.057672000000000168e+00,-8.936783912471877755e+00,8.791119124718775879e-01,-1.056259357423574130e+01,-5.815002744075313146e+00,-8.001872063662210266e+00,1.538424383042400034e+00
9.699999999999999734e-01,-9.479871835074638042e+00,-7.907023999999999830e+00,-8.693447917537319825e+00,7.864239175373191060e-01,-1.043780300816504081e+01,-5.682297024880055503e+00,-7.893729606609019456e+00,1.528036108555357098e+00
9.799999999999999822e-01,-9.142115622072855885e+00,-7.761826000000000114e+00,-8.451970811036428444e+00,6.901448110364278854e-01,-1.031301738423692171e+01,-5.566376024996655403e+00,-7.788335081846715191e+00,1.515693037731130399e+00
9.899999999999999911e-01,-8.800455261036425725e+00,-7.622078000000000131e+00,-8.211266630518213816e+00,5.891886305182127970e-01,-1.013183704173041733e+01,-5.463425012498326794e+00,-7.679645610845748926e+00,1.483588175446073132e+00
1.000000000000000000e+00,-8.458794899999997341e+00,-7.482330000000000148e+00,-7.970562449999999188e+00,4.882324499999985967e-01,-9.950626229622296037e+00,-5.360473999999999961e+00,-7.570950045924459637e+00,1.454215541067098938e+00
