# x_hat,full-stokes min,full-stokes max,full-stokes mean,full-stokes std,higher-order min,higher-order max,higher-order mean,higher-order std
0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan
1.000000000000000021e-02,nan,nan,nan,nan,nan,nan,nan,nan
2.000000000000000042e-02,1.632120489451484957e+01,1.670032865203195627e+01,1.641260064775569205e+01,1.212009315088660305e-01,1.317338363754303998e+01,1.705530807289542850e+01,1.608709364571610578e+01,9.484024962785196911e-01
2.999999999999999889e-02,1.595194431499179721e+01,1.628636353530713521e+01,1.602404147814604940e+01,1.088819877598054126e-01,1.281021144887657570e+01,1.661795049144573966e+01,1.572090940098436640e+01,9.377562384145130547e-01
4.000000000000000083e-02,1.555655143732052892e+01,1.589575687303970142e+01,1.564751698099851218e+01,1.057845912332442545e-01,1.247708993262863331e+01,1.619435267795720534e+01,1.536831175387773385e+01,9.234341272194324102e-01
5.000000000000000278e-02,1.517371160006163855e+01,1.550501428255367031e+01,1.528180758347812507e+01,9.934851745662165445e-02,1.214491879627754223e+01,1.578254617258343551e+01,1.502572853382207718e+01,9.143712203059237709e-01
5.999999999999999778e-02,1.479084625517331375e+01,1.515360437374841851e+01,1.493853384519364269e+01,1.003944007365373259e-01,1.185214416828412531e+01,1.540217369607579201e+01,1.469984744306952962e+01,8.993188054905538742e-01
7.000000000000000666e-02,1.444895428370559465e+01,1.480798386085188945e+01,1.461054585553729979e+01,9.733256975093131091e-02,1.156503155354371692e+01,1.508352479930340984e+01,1.438764031567776414e+01,8.884497998449406575e-01
8.000000000000000167e-02,1.412071821589245069e+01,1.447872022511742252e+01,1.429166809705500718e+01,9.617842075589498607e-02,1.129207241420432339e+01,1.476482260539722802e+01,1.408372235099141356e+01,8.770025538010809418e-01
8.999999999999999667e-02,1.380560092594173227e+01,1.418353379834558758e+01,1.399163976414234334e+01,1.011966200109677833e-01,1.104916873161350921e+01,1.447772440624202517e+01,1.380204120575617743e+01,8.632117051537416819e-01
1.000000000000000056e-01,1.352984689953296638e+01,1.388797417571044868e+01,1.370481983307742269e+01,9.621361877319731248e-02,1.080639282221379993e+01,1.419067165679849118e+01,1.352869309369337536e+01,8.528946663181549148e-01
1.100000000000000006e-01,1.325407208651830793e+01,1.363075605231142795e+01,1.344531083867225973e+01,1.020612164950301798e-01,1.059610376919669150e+01,1.393897323428451074e+01,1.328153660682663606e+01,8.407970048018673648e-01
1.199999999999999956e-01,1.301614962070051540e+01,1.338676268478376663e+01,1.321106794467018020e+01,1.008766743286508283e-01,1.039690250355920931e+01,1.368727085023778578e+01,1.305172513934005174e+01,8.304427556364571972e-01
1.300000000000000044e-01,1.279083733833191872e+01,1.315209809681665121e+01,1.298408004486604206e+01,9.883512243966770250e-02,1.020533887906704784e+01,1.347297402410132428e+01,1.283514851767103693e+01,8.231577761655767267e-01
1.400000000000000133e-01,1.257761518842701776e+01,1.295744980717208428e+01,1.278231058781388363e+01,1.026158516213090954e-01,1.004868257967292244e+01,1.325867017995473773e+01,1.263990310252918725e+01,8.107392521130027951e-01
1.499999999999999944e-01,1.240068561670799774e+01,1.276288340787866282e+01,1.259368146760131424e+01,9.721351750828355343e-02,9.891987028994742914e+00,1.308262147049497059e+01,1.245928421397495889e+01,8.042295681184489231e-01
1.600000000000000033e-01,1.222374382787056923e+01,1.259777668771726944e+01,1.243338452836718133e+01,1.014438790211983216e-01,9.760175231408165786e+00,1.290656964001294860e+01,1.230126825068794005e+01,7.957448707375838204e-01
1.700000000000000122e-01,1.208158061519174176e+01,1.245094176750927062e+01,1.229603090446696889e+01,1.016632458212176765e-01,9.644233928949212498e+00,1.276872362512228420e+01,1.216763190989307653e+01,7.903275174116470847e-01
1.799999999999999933e-01,1.195100426136150951e+01,1.230655538419460804e+01,1.216392056922846621e+01,9.928688868081457508e-02,9.530262737184292732e+00,1.263086922309719817e+01,1.203913641757599784e+01,7.862794635520653497e-01
1.900000000000000022e-01,1.183157736160237938e+01,1.220603702550454983e+01,1.205623147604367773e+01,1.036370693533839454e-01,9.452767385774938802e+00,1.253042341516363223e+01,1.193884458192352405e+01,7.797154220166484517e-01
2.000000000000000111e-01,1.174561684370014447e+01,1.210564548546789432e+01,1.195781471099511784e+01,9.928203146315564553e-02,9.375525354357097996e+00,1.242996892383082397e+01,1.184483365881563088e+01,7.754629495281022411e-01
2.099999999999999922e-01,1.165964271141866071e+01,1.202727203403089185e+01,1.188521619397143070e+01,1.023441789328075752e-01,9.316037980495197601e+00,1.236562046201584764e+01,1.177645115907564843e+01,7.730115245692845694e-01
2.200000000000000011e-01,1.160616972017538018e+01,1.197207288439670769e+01,1.183233303089790489e+01,1.024688995653338791e-01,9.275239414814066663e+00,1.230121873823061485e+01,1.172400346904776036e+01,7.696248733066304304e-01
2.300000000000000100e-01,1.156352563995275951e+01,1.191636887662230571e+01,1.178392663705269072e+01,9.966936637941738175e-02,9.234007619523939780e+00,1.227122272756484556e+01,1.168158318034117293e+01,7.698709565174208791e-01
2.399999999999999911e-01,1.153154065984660015e+01,1.189929688247177886e+01,1.175987613604433157e+01,1.027328157039771733e-01,9.223427482449974235e+00,1.224121865803907561e+01,1.165982674317525891e+01,7.667891886604943918e-01
2.500000000000000000e-01,1.153154705260099355e+01,1.188635736309714019e+01,1.174452806303016139e+01,9.775046815389173971e-02,9.215648312276552900e+00,1.224132160243169842e+01,1.164858805671939024e+01,7.665183963402065759e-01
2.600000000000000089e-01,1.153154064493674902e+01,1.188750530326402099e+01,1.175327813023664270e+01,1.003555466961513348e-01,9.219471026727669383e+00,1.224141866471709150e+01,1.165445451526223941e+01,7.670735052073471838e-01
2.700000000000000178e-01,1.156352608966089335e+01,1.191380496585657056e+01,1.178278305534616344e+01,9.948774733059595476e-02,9.243470032523267932e+00,1.227162209750939859e+01,1.168093429313071141e+01,7.680410363171971122e-01
2.800000000000000266e-01,1.160617012510319768e+01,1.194083638677354386e+01,1.181641630400664944e+01,9.598982927169294466e-02,9.267255726587700693e+00,1.230186874563084309e+01,1.171068977095004904e+01,7.699254171538327807e-01
2.899999999999999800e-01,1.165964261968206905e+01,1.200325315042736385e+01,1.187672261886707403e+01,9.692088871424381358e-02,9.318805660043718575e+00,1.236647258815790806e+01,1.176762670752576412e+01,7.718176363984337041e-01
2.999999999999999889e-01,1.174561646034266005e+01,1.207373971686290481e+01,1.194648784765485594e+01,9.083549416931246956e-02,9.377522211877334257e+00,1.243106893559101600e+01,1.183141700473579583e+01,7.734152123492650244e-01
3.099999999999999978e-01,1.183157729977696704e+01,1.215535326786045722e+01,1.204225679871360022e+01,9.249816145994002592e-02,9.445293596606546771e+00,1.253177281822823375e+01,1.191937207592492065e+01,7.795193843984626891e-01
3.200000000000000067e-01,1.195100335729404861e+01,1.227388972273310408e+01,1.216058848078398391e+01,9.273234652354576946e-02,9.541625804508713671e+00,1.263246923808310740e+01,1.202561370729477197e+01,7.821123666483121850e-01
