x,y,z mean,z stdev,z min,z max,vs_x stdev,vs_x min,vs_x max,vs_y mean,vs_y stdev,vs_y min,vs_y max,vs_z mean,vs_z stdev,vs_z min,vs_z max
-32.500000,-22.500000,-2.000913,0.866950,-3.270000,-0.821380,148.202278,49.750041,98.416464,198.328247,0.224603,0.163908,0.045000,0.481418,0.010626,0.004411,0.003911,0.015300
-32.500000,-20.000000,-2.237096,0.835953,-3.505000,-1.183389,148.082433,49.726004,98.304364,198.086318,0.217788,0.161563,0.040000,0.470520,0.012896,0.004381,0.007081,0.017950
-32.500000,-17.500000,-2.490463,0.799908,-3.710000,-1.532265,147.935131,49.673862,98.188970,197.837706,0.198628,0.157492,0.025000,0.443136,0.014128,0.003199,0.011046,0.018966
-32.500000,-15.000000,-2.613563,0.786923,-3.785000,-1.842209,147.794155,49.632898,98.073806,197.589413,0.154686,0.167476,-0.055000,0.399390,0.017120,0.003803,0.012000,0.022093
-32.500000,-12.500000,-2.787936,0.802469,-3.930000,-1.930000,147.669896,49.601786,97.962493,197.348992,0.108814,0.172870,-0.130000,0.343515,0.019747,0.004312,0.013050,0.025095
-32.500000,-10.000000,-2.868798,0.815529,-3.925000,-1.830000,147.533789,49.559656,97.859958,197.127896,0.084213,0.144338,-0.110000,0.281625,0.023892,0.003562,0.018550,0.028319
-32.500000,-7.500000,-2.915819,0.835592,-3.860000,-1.720000,147.411644,49.519121,97.771893,196.937833,0.051103,0.127424,-0.135000,0.213356,0.026790,0.004517,0.019650,0.031119
-32.500000,-5.000000,-2.993286,0.882501,-3.935000,-1.675000,147.333443,49.502154,97.704409,196.878350,0.025083,0.089322,-0.105000,0.136757,0.028262,0.006914,0.016800,0.034131
-32.500000,-2.500000,-3.048790,0.874823,-3.960000,-1.730000,147.274073,49.474674,97.660866,196.798200,-0.005102,0.069082,-0.110000,0.073342,0.030485,0.006187,0.020750,0.036711
-32.500000,0.000000,-3.010358,0.936142,-3.925000,-1.555000,147.247467,49.470354,97.646225,196.768200,-0.001471,0.001736,-0.004246,0.000000,0.030039,0.007198,0.019150,0.037592
-32.500000,2.500000,-3.051115,0.875303,-3.960000,-1.730000,147.274428,49.474872,97.661179,196.798200,0.007816,0.066435,-0.065556,0.110000,0.030463,0.006169,0.020750,0.036680
-32.500000,5.000000,-2.993344,0.882484,-3.935000,-1.675000,147.333429,49.502126,97.704437,196.878350,-0.025027,0.089251,-0.136532,0.105000,0.028257,0.006910,0.016800,0.034113
-32.500000,7.500000,-2.967111,0.853662,-4.000000,-1.785000,147.439244,49.536617,97.771940,197.013650,-0.061092,0.109825,-0.213313,0.080000,0.025742,0.006117,0.015700,0.031119
-32.500000,10.000000,-2.868723,0.815574,-3.925000,-1.830000,147.533833,49.559731,97.859899,197.128134,-0.084250,0.144389,-0.281773,0.110000,0.023897,0.003564,0.018550,0.028319
-32.500000,12.500000,-2.722907,0.773672,-3.780000,-1.850000,147.651131,49.588248,97.962390,197.349535,-0.133001,0.142822,-0.345039,0.035000,0.021245,0.002799,0.017500,0.025234
-32.500000,15.000000,-2.621071,0.784043,-3.785000,-1.858710,147.793933,49.632752,98.073655,197.588678,-0.154773,0.167504,-0.399405,0.055000,0.017131,0.003743,0.012000,0.021968
-32.500000,17.500000,-2.372317,0.800787,-3.580000,-1.517443,147.941719,49.685204,98.189329,197.838945,-0.179250,0.177185,-0.441349,0.040000,0.015673,0.004944,0.010771,0.021950
-32.500000,20.000000,-2.236822,0.836299,-3.505000,-1.182291,148.082522,49.726098,98.304355,198.086681,-0.217865,0.161683,-0.470827,-0.040000,0.012913,0.004358,0.007150,0.017950
-32.500000,22.500000,-1.999744,0.911251,-3.370000,-0.806862,148.220438,49.770287,98.416977,198.330427,-0.241421,0.146376,-0.479763,-0.105000,0.011489,0.005750,0.003640,0.019250
-32.500000,25.000000,-1.763560,0.953680,-3.135000,-0.445833,148.335469,49.792522,98.523122,198.559054,-0.242422,0.142474,-0.475147,-0.110000,0.009477,0.005602,0.001177,0.016600
-32.500000,27.500000,-1.559258,1.031007,-2.975000,-0.102762,148.448918,49.822316,98.620912,198.769761,-0.231650,0.141453,-0.459383,-0.085000,0.008094,0.005648,-0.000156,0.015550
-32.500000,30.000000,-1.296253,1.077033,-2.730000,0.241798,148.569422,49.860800,98.709950,198.962290,-0.235912,0.113634,-0.426888,-0.145000,0.007532,0.006625,-0.001478,0.017100
-32.500000,32.500000,-1.042641,1.107470,-2.510000,0.538763,148.675100,49.897347,98.770150,199.131098,-0.207007,0.110751,-0.389754,-0.105000,0.005652,0.005415,-0.001931,0.013100
-32.500000,35.000000,-0.862273,1.164676,-2.340000,0.811047,148.769619,49.928076,98.830050,199.276218,-0.206661,0.079635,-0.341664,-0.135000,0.006270,0.005625,-0.002189,0.013600
-32.500000,37.500000,-0.662630,1.196942,-2.195000,1.048705,148.842473,49.950001,98.875250,199.400273,-0.177097,0.066015,-0.289527,-0.120000,0.005088,0.004947,-0.001968,0.012000
-32.500000,40.000000,-0.519684,1.226476,-2.015000,1.249880,148.892528,49.954754,98.920200,199.499327,-0.148433,0.050104,-0.233248,-0.105000,0.005778,0.005065,-0.001604,0.012550
-32.500000,42.500000,-0.367848,1.228646,-1.890000,1.402031,148.958053,49.984830,98.955400,199.575680,-0.124734,0.040416,-0.177507,-0.080000,0.005234,0.005321,-0.001258,0.013550
-32.500000,45.000000,-0.299282,1.249906,-1.785000,1.509417,148.992979,49.992219,98.985350,199.630205,-0.087333,0.024718,-0.118146,-0.061187,0.005950,0.005876,-0.001259,0.015100
-32.500000,47.500000,-0.234988,1.252124,-1.735000,1.575316,149.023043,50.007257,99.000350,199.660402,-0.064559,0.036157,-0.125000,-0.030740,0.005754,0.005055,-0.000855,0.013250
-32.500000,50.000000,-0.195538,1.237558,-1.670000,1.602302,149.030262,50.004465,99.015300,199.674139,-0.014476,0.013184,-0.030000,-0.000001,0.005912,0.004941,-0.000680,0.013000
-30.000000,-50.000000,-0.121401,1.480850,-1.710000,2.228113,149.036454,50.055503,98.981674,199.787842,0.022275,0.028792,-0.000898,0.070000,-0.017837,0.047692,-0.100308,0.013000
-30.000000,-47.500000,-0.163337,1.498240,-1.760000,2.209681,149.013585,50.042819,98.970100,199.776588,0.042771,0.009565,0.028374,0.052708,-0.017573,0.047910,-0.100358,0.014850
-30.000000,-45.000000,-0.224896,1.498758,-1.810000,2.149979,148.982947,50.027223,98.955100,199.744115,0.061865,0.025482,0.030000,0.101199,-0.017335,0.048263,-0.100641,0.016700
-30.000000,-42.500000,-0.288533,1.481871,-1.915000,2.054282,148.948767,50.020476,98.925150,199.692371,0.097210,0.033641,0.075000,0.155154,-0.018113,0.047961,-0.100964,0.015150
-30.000000,-40.000000,-0.368310,1.455450,-2.020000,1.929358,148.907636,50.011756,98.895200,199.622900,0.130915,0.043505,0.090000,0.203916,-0.018766,0.047547,-0.100950,0.013600
-30.000000,-37.500000,-0.534600,1.456138,-2.165000,1.769663,148.845304,49.994692,98.850000,199.529455,0.157068,0.052734,0.105000,0.244859,-0.017543,0.048274,-0.100989,0.015200
-30.000000,-35.000000,-0.720740,1.439512,-2.310000,1.566226,148.774738,49.974642,98.799838,199.413716,0.182906,0.062296,0.120000,0.286103,-0.016310,0.049095,-0.101170,0.016800
-30.000000,-32.500000,-0.878059,1.405517,-2.480000,1.351893,148.682654,49.945612,98.733422,199.276843,0.177976,0.085826,0.100000,0.319373,-0.016823,0.048573,-0.100773,0.016300
-30.000000,-30.000000,-1.053974,1.359063,-2.650000,1.096215,148.582348,49.913738,98.656122,199.117972,0.171063,0.115975,0.030000,0.347245,-0.017191,0.047977,-0.100017,0.015800
-30.000000,-27.500000,-1.219352,1.315269,-2.810000,0.846985,148.479997,49.889483,98.569470,198.940517,0.179851,0.112948,0.055000,0.356071,-0.015775,0.047983,-0.098620,0.016850
-30.000000,-25.000000,-1.394385,1.269300,-2.970000,0.574054,148.369560,49.861969,98.473107,198.740435,0.185321,0.107562,0.080000,0.356872,-0.014156,0.047841,-0.096755,0.017900
-30.000000,-22.500000,-1.587068,1.223746,-3.105000,0.303137,148.240223,49.822327,98.368457,198.523036,0.160834,0.122789,0.015000,0.345108,-0.012830,0.046978,-0.093970,0.017550
-30.000000,-20.000000,-1.773680,1.184551,-3.240000,0.044140,148.105569,49.780799,98.256940,198.291234,0.130685,0.134429,-0.050000,0.318144,-0.011128,0.045798,-0.090157,0.020747
-30.000000,-17.500000,-1.867262,1.146945,-3.315000,-0.194849,147.965780,49.741475,98.140659,198.048812,0.087751,0.149182,-0.130000,0.276903,-0.007882,0.045041,-0.085392,0.024414
-30.000000,-15.000000,-1.957423,1.131256,-3.390000,-0.430576,147.824418,49.701207,98.023191,197.801280,0.041747,0.162874,-0.210000,0.227802,-0.004467,0.044137,-0.080108,0.028241
-30.000000,-12.500000,-2.002000,1.117196,-3.385000,-0.576341,147.678645,49.656772,97.905726,197.556453,0.019115,0.136114,-0.190000,0.171785,0.000484,0.043014,-0.073309,0.032845
-30.000000,-10.000000,-2.038307,1.113389,-3.380000,-0.707507,147.538801,49.614486,97.795905,197.327701,-0.002392,0.110723,-0.170000,0.118971,0.005395,0.041842,-0.066449,0.037231
-30.000000,-7.500000,-2.048336,1.103310,-3.315000,-0.822073,147.412873,49.573268,97.701557,197.128784,-0.029482,0.102878,-0.195000,0.067905,0.008870,0.040471,-0.060335,0.041015
-30.000000,-5.000000,-2.022688,1.106608,-3.250000,-0.860846,147.299611,49.536674,97.623338,196.964408,-0.047850,0.104030,-0.220000,0.041161,0.012267,0.039165,-0.054368,0.044636
-30.000000,-2.500000,-1.989836,1.137877,-3.215000,-0.805000,147.247605,49.523439,97.575693,196.863979,-0.028250,0.048612,-0.110000,0.008584,0.012849,0.037829,-0.050943,0.046690
-30.000000,0.000000,-1.939465,1.175589,-3.180000,-0.630000,147.219287,49.518853,97.558155,196.828192,0.002257,0.002577,0.000000,0.006274,0.012635,0.037117,-0.049496,0.047536
-30.000000,2.500000,-1.985739,1.138336,-3.215000,-0.805000,147.247022,49.523399,97.574608,196.862731,0.024034,0.051928,-0.020347,0.110000,0.012939,0.037760,-0.050710,0.046817
-30.000000,5.000000,-2.022699,1.106596,-3.250000,-0.860892,147.299657,49.536698,97.623383,196.964546,0.047817,0.104057,-0.041291,0.220000,0.012265,0.039168,-0.054376,0.044636
-30.000000,7.500000,-2.048435,1.103200,-3.315000,-0.822468,147.412827,49.573207,97.701587,197.128570,0.029558,0.102805,-0.067599,0.195000,0.008866,0.040478,-0.060352,0.041015
-30.000000,10.000000,-2.049602,1.109892,-3.380000,-0.732154,147.539872,49.614563,97.797894,197.329996,0.003450,0.109686,-0.115860,0.170000,0.005204,0.041983,-0.066911,0.036927
-30.000000,12.500000,-2.001845,1.117394,-3.385000,-0.575722,147.678755,49.656914,97.905663,197.556958,-0.019172,0.136179,-0.172014,0.190000,0.000492,0.043000,-0.073275,0.032845
-30.000000,15.000000,-1.945816,1.137159,-3.390000,-0.404523,147.824138,49.701362,98.022320,197.801031,-0.041273,0.162469,-0.226807,0.210000,-0.004320,0.044040,-0.079772,0.028493
-30.000000,17.500000,-1.878338,1.139799,-3.315000,-0.220441,147.965517,49.741029,98.141021,198.047399,-0.088726,0.150132,-0.279409,0.130000,-0.008019,0.045149,-0.085731,0.024203
-30.000000,20.000000,-1.773622,1.184640,-3.240000,0.044372,148.105637,49.780854,98.256968,198.291481,-0.130480,0.134144,-0.317324,0.050000,-0.011121,0.045787,-0.090132,0.020747
-30.000000,22.500000,-1.595512,1.217257,-3.105000,0.283752,148.239632,49.821862,98.368195,198.520933,-0.162308,0.124467,-0.349329,-0.015000,-0.012892,0.047005,-0.094083,0.017414
-30.000000,25.000000,-1.394379,1.269310,-2.970000,0.574078,148.369611,49.862016,98.473114,198.740629,-0.185615,0.108031,-0.358047,-0.080000,-0.014160,0.047849,-0.096774,0.017900
-30.000000,27.500000,-1.219748,1.314647,-2.810000,0.845401,148.479707,49.889193,98.569464,198.939364,-0.179774,0.112827,-0.355762,-0.055000,-0.015801,0.048028,-0.098724,0.016850
-30.000000,30.000000,-1.048554,1.364262,-2.650000,1.109729,148.583359,49.914585,98.656471,199.121665,-0.169464,0.114009,-0.342186,-0.030000,-0.017142,0.047932,-0.099888,0.015800
-30.000000,32.500000,-0.881367,1.402538,-2.480000,1.344313,148.682492,49.945569,98.733182,199.276435,-0.178956,0.087003,-0.322271,-0.100000,-0.016828,0.048554,-0.100744,0.016300
-30.000000,35.000000,-0.720787,1.439422,-2.310000,1.566000,148.774470,49.974371,98.799835,199.412644,-0.183376,0.063074,-0.287981,-0.120000,-0.016320,0.049112,-0.101209,0.016800
-30.000000,37.500000,-0.537172,1.452984,-2.165000,1.761733,148.845335,49.994754,98.850000,199.529640,-0.157453,0.053093,-0.245865,-0.105000,-0.017615,0.048386,-0.101255,0.015200
-30.000000,40.000000,-0.367456,1.456270,-2.020000,1.931415,148.907095,50.011204,98.895200,199.620731,-0.129893,0.041987,-0.200190,-0.090000,-0.018733,0.047497,-0.100830,0.013600
-30.000000,42.500000,-0.286626,1.484627,-1.915000,2.061229,148.949885,50.021567,98.925150,199.696757,-0.097085,0.033550,-0.154887,-0.075000,-0.018036,0.047833,-0.100665,0.015150
-30.000000,45.000000,-0.225303,1.498211,-1.810000,2.148611,148.982629,50.026949,98.955100,199.742942,-0.062949,0.027106,-0.105396,-0.030000,-0.017365,0.048313,-0.100758,0.016700
-30.000000,47.500000,-0.164502,1.496379,-1.760000,2.204980,149.013166,50.042356,98.970100,199.774837,-0.041851,0.008741,-0.050000,-0.028310,-0.017627,0.048005,-0.100576,0.014850
-30.000000,50.000000,-0.121401,1.480850,-1.710000,2.228113,149.035863,50.054892,98.981698,199.785455,-0.022718,0.028445,-0.070000,-0.000000,-0.017837,0.047692,-0.100308,0.013000
-27.500000,-50.000000,0.176242,2.090656,-1.690000,3.698615,149.105217,50.166713,98.915843,200.213876,0.016752,0.018073,-0.000001,0.045000,-0.027765,0.066670,-0.143171,0.014350
-27.500000,-47.500000,0.168073,2.088821,-1.730000,3.683321,149.093611,50.165010,98.911016,200.202229,0.036604,0.009010,0.025484,0.045930,-0.028110,0.066409,-0.143078,0.013550
-27.500000,-45.000000,0.111402,2.094752,-1.780000,3.637682,149.063641,50.150094,98.896201,200.172363,0.054174,0.023757,0.025000,0.091256,-0.027746,0.066555,-0.142912,0.015400
-27.500000,-42.500000,0.055786,2.087274,-1.885000,3.563015,149.030775,50.144399,98.871645,200.125354,0.086358,0.029075,0.065000,0.136412,-0.028304,0.065964,-0.142466,0.013850
-27.500000,-40.000000,-0.032586,2.074831,-1.955000,3.458168,149.002733,50.148268,98.836958,200.057824,0.109292,0.039375,0.075000,0.176194,-0.028121,0.065729,-0.141804,0.014900
-27.500000,-37.500000,-0.128527,2.051567,-2.050000,3.323576,148.922325,50.110670,98.792140,199.971560,0.114031,0.060207,0.050000,0.210144,-0.026473,0.066265,-0.141100,0.017050
-27.500000,-35.000000,-0.291641,2.059092,-2.195000,3.178373,148.853680,50.091853,98.737279,199.862192,0.134551,0.062492,0.075000,0.237015,-0.024754,0.066409,-0.139650,0.018650
-27.500000,-32.500000,-0.433790,2.041692,-2.365000,3.000325,148.764286,50.065049,98.671803,199.735141,0.125907,0.091987,0.005000,0.259905,-0.024935,0.065476,-0.138151,0.018150
-27.500000,-30.000000,-0.536382,2.001670,-2.445000,2.828633,148.688498,50.053919,98.596618,199.587325,0.120439,0.101114,-0.015000,0.263745,-0.023580,0.064643,-0.135449,0.016800
-27.500000,-27.500000,-0.634712,1.952623,-2.495000,2.644442,148.586393,50.029305,98.511114,199.419709,0.094593,0.124931,-0.085000,0.256655,-0.021737,0.063925,-0.132364,0.017350
-27.500000,-25.000000,-0.779611,1.930413,-2.655000,2.442029,148.478103,50.003407,98.415586,199.227376,0.094216,0.110825,-0.060000,0.241432,-0.019600,0.063188,-0.128927,0.019979
-27.500000,-22.500000,-0.927125,1.920913,-2.790000,2.274591,148.351139,49.965920,98.311214,199.019190,0.061244,0.122556,-0.125000,0.206315,-0.017465,0.061455,-0.123719,0.023510
-27.500000,-20.000000,-0.939390,1.865690,-2.755000,2.131483,148.201300,49.912476,98.198341,198.793159,0.009540,0.140934,-0.215000,0.154359,-0.014423,0.059542,-0.117186,0.027744
-27.500000,-17.500000,-0.883786,1.797159,-2.585000,2.022975,148.056702,49.875209,98.078010,198.550599,-0.052170,0.158663,-0.310000,0.089109,-0.010266,0.057553,-0.109287,0.032722
-27.500000,-15.000000,-0.878519,1.815145,-2.660000,1.996592,147.909611,49.834629,97.949299,198.291396,-0.107865,0.168713,-0.390000,0.029614,-0.004961,0.054839,-0.098775,0.038881
-27.500000,-12.500000,-0.715687,1.753980,-2.350000,1.941766,147.722143,49.772915,97.823302,198.033820,-0.158982,0.181557,-0.465000,-0.002763,0.002857,0.053655,-0.089122,0.044699
-27.500000,-10.000000,-0.679119,1.766109,-2.345000,1.966545,147.571278,49.727531,97.697227,197.777236,-0.180125,0.158254,-0.445000,-0.030666,0.009480,0.050923,-0.077569,0.051241
-27.500000,-7.500000,-0.593487,1.775559,-2.280000,2.055165,147.426728,49.680779,97.576350,197.530363,-0.194709,0.163649,-0.470000,-0.042300,0.015316,0.047538,-0.065073,0.058088
-27.500000,-5.000000,-0.366179,1.741970,-2.115312,2.085597,147.251718,49.620889,97.486842,197.346081,-0.161517,0.118592,-0.360000,-0.045817,0.021817,0.046541,-0.056595,0.062863
-27.500000,-2.500000,-0.246721,1.731043,-2.051459,2.154573,147.163866,49.598472,97.420893,197.211221,-0.051320,0.036524,-0.110000,-0.020000,0.026394,0.045245,-0.049295,0.066770
-27.500000,0.000000,-0.188744,1.748239,-2.040799,2.165823,147.133240,49.593022,97.400424,197.169136,0.003827,0.004289,0.000000,0.010393,0.026406,0.044348,-0.047226,0.067899
-27.500000,2.500000,-0.280432,1.764207,-2.051459,2.154732,147.186611,49.603505,97.420929,197.211515,0.107562,0.087485,0.021246,0.250000,0.023838,0.044093,-0.049268,0.066770
-27.500000,5.000000,-0.353496,1.745375,-2.091280,2.112297,147.248665,49.620105,97.482273,197.338438,0.156196,0.121766,0.039059,0.360000,0.022179,0.046223,-0.055602,0.063316
-27.500000,7.500000,-0.593495,1.775547,-2.280000,2.055132,147.426693,49.680715,97.576408,197.530165,0.194722,0.163642,0.042300,0.470000,0.015311,0.047547,-0.065094,0.058089
-27.500000,10.000000,-0.660983,1.772973,-2.345000,2.004718,147.567681,49.726408,97.692243,197.767832,0.179313,0.158793,0.029514,0.445000,0.009946,0.050497,-0.076291,0.051824
-27.500000,12.500000,-0.715611,1.754096,-2.350000,1.942073,147.722224,49.773001,97.823293,198.034154,0.158963,0.181568,0.002763,0.465000,0.002869,0.053632,-0.089071,0.044698
-27.500000,15.000000,-0.878416,1.815308,-2.660000,1.997003,147.909650,49.834688,97.949259,198.291591,0.107750,0.168796,-0.029614,0.390000,-0.004955,0.054829,-0.098750,0.038880
-27.500000,17.500000,-0.958038,1.865757,-2.830000,2.057525,148.059689,49.873950,98.076473,198.549033,0.044312,0.150968,-0.083332,0.295000,-0.009744,0.057324,-0.108373,0.033095
-27.500000,20.000000,-0.939644,1.865273,-2.755000,2.130470,148.201287,49.912463,98.198341,198.793107,-0.009314,0.140702,-0.153454,0.215000,-0.014435,0.059562,-0.117234,0.027744
-27.500000,22.500000,-0.793022,1.874486,-2.620000,2.300307,148.335330,49.952898,98.311088,199.021233,-0.046436,0.131012,-0.199860,0.150000,-0.016827,0.061415,-0.122995,0.023738
-27.500000,25.000000,-0.779242,1.931029,-2.655000,2.443506,148.478170,50.003474,98.415588,199.227642,-0.094513,0.111220,-0.242619,0.060000,-0.019582,0.063157,-0.128856,0.019979
-27.500000,27.500000,-0.642822,1.946373,-2.495000,2.625985,148.585529,50.028596,98.510779,199.416588,-0.096390,0.126779,-0.261632,0.085000,-0.021910,0.064144,-0.132920,0.017350
-27.500000,30.000000,-0.542493,1.996498,-2.445000,2.814150,148.688036,50.053613,98.596293,199.585802,-0.121494,0.102126,-0.266271,0.015000,-0.023716,0.064823,-0.135898,0.016800
-27.500000,32.500000,-0.433944,2.041432,-2.365000,2.999707,148.764370,50.065133,98.671807,199.735473,-0.125788,0.091814,-0.259429,-0.005000,-0.024921,0.065452,-0.138096,0.018150
-27.500000,35.000000,-0.291409,2.059480,-2.195000,3.179293,148.855185,50.093378,98.737294,199.868197,-0.134914,0.063087,-0.238467,-0.075000,-0.024752,0.066406,-0.139642,0.018650
-27.500000,37.500000,-0.186297,2.088391,-2.100000,3.329634,148.940407,50.130769,98.792245,199.963583,-0.132437,0.045612,-0.209408,-0.090000,-0.026616,0.066058,-0.140897,0.016500
-27.500000,40.000000,-0.033993,2.073269,-1.955000,3.454193,149.003976,50.149551,98.836923,200.062830,-0.109072,0.038780,-0.174879,-0.075000,-0.028178,0.065819,-0.142018,0.014900
-27.500000,42.500000,0.037956,2.092324,-1.850000,3.561694,149.042323,50.155724,98.871587,200.121656,-0.078811,0.034700,-0.136225,-0.045000,-0.027648,0.066349,-0.142392,0.016450
-27.500000,45.000000,0.111820,2.095302,-1.780000,3.639035,149.064353,50.150784,98.896270,200.175142,-0.054692,0.024642,-0.093497,-0.025000,-0.027733,0.066533,-0.142861,0.015400
-27.500000,47.500000,0.168266,2.089147,-1.730000,3.684094,149.092976,50.164378,98.910986,200.199716,-0.036572,0.008978,-0.045806,-0.025483,-0.028129,0.066442,-0.143155,0.013550
-27.500000,50.000000,0.176242,2.090656,-1.690000,3.698615,149.104803,50.166205,98.916014,200.212047,-0.015758,0.018945,-0.045000,0.001968,-0.027765,0.066670,-0.143171,0.014350
-25.000000,-50.000000,0.475799,2.760452,-1.670000,5.214050,149.184052,50.293960,98.839907,200.690300,0.010793,0.009275,0.000000,0.020000,-0.018746,0.053744,-0.111739,0.015700
-25.000000,-47.500000,0.468684,2.758786,-1.710000,5.200614,149.172674,50.292453,98.835161,200.679484,0.028025,0.007935,0.020000,0.040140,-0.019045,0.053427,-0.111489,0.014900
-25.000000,-45.000000,0.448909,2.751284,-1.750000,5.165774,149.154730,50.289155,98.820672,200.652150,0.046502,0.022696,0.020000,0.082641,-0.019177,0.052942,-0.110775,0.014100
-25.000000,-42.500000,0.382209,2.755092,-1.820000,5.105691,149.134777,50.295867,98.796502,200.606456,0.067906,0.030322,0.040000,0.118462,-0.018875,0.052466,-0.109550,0.015150
-25.000000,-40.000000,0.302733,2.749411,-1.890000,5.017736,149.107878,50.300362,98.762697,200.542617,0.087164,0.036408,0.060000,0.148611,-0.018425,0.051916,-0.108006,0.016200
-25.000000,-37.500000,0.220128,2.737585,-1.985000,4.912559,149.027793,50.262683,98.718839,200.456684,0.088637,0.056476,0.020000,0.174969,-0.016413,0.051925,-0.106072,0.018350
-25.000000,-35.000000,0.135064,2.727011,-2.080000,4.806464,148.942460,50.224519,98.665346,200.359396,0.085548,0.074904,-0.020000,0.189271,-0.013965,0.051441,-0.102827,0.020500
-25.000000,-32.500000,0.053010,2.702883,-2.160000,4.678001,148.875086,50.216150,98.601367,200.234026,0.080415,0.084496,-0.040000,0.193987,-0.012472,0.050276,-0.099425,0.019150
-25.000000,-30.000000,-0.020953,2.685027,-2.240000,4.565472,148.801653,50.206453,98.527827,200.093984,0.067166,0.086157,-0.060000,0.176818,-0.010439,0.048621,-0.094555,0.020800
-25.000000,-27.500000,-0.092129,2.657772,-2.290000,4.439370,148.700423,50.182120,98.443344,199.928846,0.034895,0.105380,-0.130000,0.152753,-0.007963,0.047138,-0.089451,0.023700
-25.000000,-25.000000,-0.132625,2.651767,-2.340000,4.378479,148.592497,50.156074,98.348771,199.747017,-0.009373,0.115469,-0.200000,0.096735,-0.004444,0.044571,-0.081318,0.027743
-25.000000,-22.500000,-0.116422,2.611775,-2.305000,4.298181,148.449237,50.105583,98.243203,199.539996,-0.064319,0.133976,-0.290000,0.037292,-0.001000,0.042152,-0.073367,0.032169
-25.000000,-20.000000,-0.064161,2.595305,-2.270000,4.289624,148.297220,50.051989,98.126118,199.309462,-0.129935,0.146861,-0.380000,-0.005173,0.003487,0.038893,-0.062572,0.037920
-25.000000,-17.500000,0.091054,2.578072,-2.100000,4.388258,148.144590,50.012582,97.993510,199.047051,-0.209988,0.157947,-0.475000,-0.060756,0.009991,0.034896,-0.047867,0.045480
-25.000000,-15.000000,0.235220,2.556659,-1.930000,4.462262,147.986838,49.971004,97.854995,198.770055,-0.283035,0.174676,-0.570000,-0.107846,0.016347,0.031583,-0.033776,0.053064
-25.000000,-12.500000,0.543252,2.545425,-1.620000,4.707794,147.774665,49.901580,97.694521,198.448139,-0.347850,0.186981,-0.645000,-0.157581,0.027910,0.027492,-0.013568,0.063309
-25.000000,-10.000000,0.849560,2.534781,-1.310000,4.946719,147.562567,49.831916,97.534708,198.125858,-0.394336,0.205352,-0.720000,-0.184062,0.039274,0.023957,0.005999,0.073398
-25.000000,-7.500000,1.158429,2.506078,-1.022357,5.146074,147.348722,49.758997,97.393204,197.838234,-0.361485,0.166367,-0.610000,-0.187537,0.048881,0.021879,0.022876,0.082200
-25.000000,-5.000000,1.511061,2.497456,-0.749100,5.433343,147.136062,49.686335,97.253575,197.553472,-0.292868,0.134458,-0.500000,-0.144643,0.059074,0.020668,0.040800,0.091568
-25.000000,-2.500000,1.673723,2.494656,-0.600009,5.589901,147.033653,49.658998,97.167995,197.380018,-0.149824,0.066541,-0.250000,-0.076682,0.064982,0.020682,0.042350,0.097137
-25.000000,0.000000,1.783210,2.473400,-0.554550,5.637390,146.974466,49.646602,97.139683,197.322181,0.006836,0.007598,0.000000,0.018363,0.068095,0.020687,0.043900,0.098946
-25.000000,2.500000,1.661479,2.490389,-0.624073,5.564990,147.037719,49.660256,97.173672,197.390602,0.162118,0.065680,0.092899,0.250000,0.064610,0.020656,0.042350,0.096664
-25.000000,5.000000,1.511084,2.497493,-0.749100,5.433438,147.136067,49.686318,97.253618,197.553451,0.292825,0.134450,0.144643,0.500000,0.059078,0.020665,0.040800,0.091568
-25.000000,7.500000,1.186601,2.517080,-0.967171,5.203574,147.340446,49.756229,97.382051,197.816282,0.356936,0.167039,0.181596,0.610000,0.049708,0.021609,0.025157,0.083223
-25.000000,10.000000,0.849514,2.534684,-1.310000,4.946500,147.562541,49.831865,97.534758,198.125705,0.394338,0.205352,0.184062,0.720000,0.039267,0.023968,0.005970,0.073398
-25.000000,12.500000,0.514058,2.532149,-1.620000,4.648010,147.780695,49.903634,97.702582,198.464197,0.345584,0.187617,0.154632,0.645000,0.027128,0.028026,-0.015759,0.062373
-25.000000,15.000000,0.235449,2.557037,-1.930000,4.463177,147.986945,49.971116,97.854989,198.770491,0.283001,0.174680,0.107847,0.570000,0.016366,0.031554,-0.033702,0.053064
-25.000000,17.500000,0.091350,2.578565,-2.100000,4.389442,148.144705,50.012707,97.993493,199.047526,0.209916,0.157965,0.060757,0.475000,0.010002,0.034877,-0.047821,0.045480
-25.000000,20.000000,-0.064387,2.594926,-2.270000,4.288720,148.297103,50.051872,98.126112,199.308999,0.129917,0.146869,0.005173,0.380000,0.003465,0.038932,-0.062662,0.037921
-25.000000,22.500000,-0.101358,2.619911,-2.305000,4.328426,148.448877,50.105498,98.242644,199.539116,0.068183,0.131125,-0.032592,0.290000,-0.000664,0.041795,-0.072374,0.032519
-25.000000,25.000000,-0.145034,2.644404,-2.340000,4.353043,148.592229,50.155824,98.348724,199.745991,0.006323,0.118024,-0.104925,0.200000,-0.004724,0.044894,-0.082177,0.027481
-25.000000,27.500000,-0.091479,2.658880,-2.290000,4.441969,148.700499,50.182196,98.443348,199.929148,-0.035194,0.105716,-0.153951,0.130000,-0.007940,0.047099,-0.089360,0.023700
