x,y,z mean,z stdev,z min,z max,vs_x stdev,vs_x min,vs_x max,vs_y mean,vs_y stdev,vs_y min,vs_y max,vs_z mean,vs_z stdev,vs_z min,vs_z max
-32.500000,-47.500000,-0.704932,0.294188,-0.999120,-0.410743,149.835600,49.966252,99.869348,199.801852,0.032464,0.016028,0.016435,0.048492,-0.002437,0.003411,-0.005848,0.000974
-32.500000,-45.000000,-0.746458,0.302381,-1.048840,-0.444077,149.817045,49.960132,99.856913,199.777177,0.064445,0.031573,0.032872,0.096018,-0.002268,0.003784,-0.006053,0.001516
-32.500000,-42.500000,-0.811541,0.315074,-1.126614,-0.496467,149.786661,49.950000,99.836661,199.736661,0.094361,0.045957,0.048404,0.140318,-0.001953,0.004406,-0.006359,0.002454
-32.500000,-40.000000,-0.907129,0.331561,-1.238690,-0.575567,149.743528,49.936387,99.807141,199.679915,0.124759,0.059602,0.065157,0.184362,-0.001538,0.005257,-0.006795,0.003719
-32.500000,-37.500000,-1.023828,0.351488,-1.375316,-0.672340,149.688416,49.918912,99.769503,199.607328,0.151853,0.071250,0.080603,0.223103,-0.000918,0.006360,-0.007278,0.005442
-32.500000,-35.000000,-1.157463,0.373523,-1.530986,-0.783939,149.621537,49.897679,99.723859,199.519216,0.174660,0.080470,0.094190,0.255131,-0.000037,0.007722,-0.007759,0.007685
-32.500000,-32.500000,-1.310715,0.397432,-1.708147,-0.913284,149.540799,49.872390,99.668409,199.413189,0.192740,0.086742,0.105997,0.279482,0.001175,0.009367,-0.008192,0.010542
-32.500000,-30.000000,-1.484959,0.420451,-1.905409,-1.064508,149.447622,49.844345,99.603276,199.291967,0.207109,0.090622,0.116487,0.297731,0.002639,0.011238,-0.008599,0.013878
-32.500000,-27.500000,-1.671808,0.442067,-2.113874,-1.229741,149.343300,49.813597,99.529703,199.156897,0.216063,0.091678,0.124385,0.307741,0.004430,0.013329,-0.008899,0.017760
-32.500000,-25.000000,-1.862822,0.461943,-2.324765,-1.400879,149.227451,49.779674,99.447777,199.007125,0.216970,0.089021,0.127949,0.305991,0.006698,0.015668,-0.008970,0.022365
-32.500000,-22.500000,-2.045906,0.479182,-2.525088,-1.566725,149.103314,49.743140,99.360173,198.846454,0.209932,0.083107,0.126825,0.293039,0.009465,0.018216,-0.008751,0.027682
-32.500000,-20.000000,-2.221759,0.492264,-2.714024,-1.729495,148.971611,49.704748,99.266863,198.676358,0.195598,0.074421,0.121178,0.270019,0.012703,0.020933,-0.008230,0.033636
-32.500000,-17.500000,-2.399735,0.501363,-2.901098,-1.898372,148.836172,49.666363,99.169808,198.502535,0.176343,0.064129,0.112214,0.240472,0.016117,0.023680,-0.007562,0.039797
-32.500000,-15.000000,-2.552241,0.507321,-3.059562,-2.044921,148.700839,49.627486,99.073353,198.328325,0.150847,0.052150,0.098697,0.202998,0.019919,0.026461,-0.006542,0.046380
-32.500000,-12.500000,-2.665686,0.510860,-3.176546,-2.154826,148.568573,49.588187,98.980386,198.156761,0.122868,0.039983,0.082885,0.162852,0.024152,0.029253,-0.005101,0.053406
-32.500000,-10.000000,-2.775998,0.511407,-3.287405,-2.264590,148.448342,49.553534,98.894808,198.001876,0.093438,0.028391,0.065047,0.121829,0.027931,0.031728,-0.003797,0.059659
-32.500000,-7.500000,-2.851277,0.510482,-3.361759,-2.340795,148.344526,49.522853,98.821673,197.867380,0.066219,0.018671,0.047548,0.084890,0.031482,0.033903,-0.002421,0.065385
-32.500000,-5.000000,-2.907061,0.509095,-3.416157,-2.397966,148.265118,49.499393,98.765725,197.764511,0.040213,0.010471,0.029743,0.050684,0.034243,0.035549,-0.001305,0.069792
-32.500000,-2.500000,-2.935496,0.508390,-3.443886,-2.427105,148.214116,49.483820,98.730296,197.697936,0.018625,0.004535,0.014091,0.023160,0.036100,0.036644,-0.000544,0.072744
-32.500000,0.000000,-2.943459,0.508898,-3.452357,-2.434562,148.196255,49.478077,98.718178,197.674333,-0.000180,0.000154,-0.000334,-0.000026,0.036785,0.037021,-0.000236,0.073806
-32.500000,2.500000,-2.933116,0.509128,-3.442244,-2.423989,148.214014,49.483435,98.730579,197.697449,-0.019980,0.005205,-0.025185,-0.014775,0.036150,0.036640,-0.000490,0.072791
-32.500000,5.000000,-2.906472,0.509539,-3.416011,-2.396933,148.265324,49.499213,98.766111,197.764537,-0.040193,0.010524,-0.050717,-0.029669,0.034234,0.035559,-0.001324,0.069793
-32.500000,7.500000,-2.850903,0.510666,-3.361569,-2.340237,148.344689,49.522729,98.821960,197.867419,-0.066206,0.018705,-0.084912,-0.047501,0.031501,0.033886,-0.002385,0.065386
-32.500000,10.000000,-2.774542,0.511449,-3.285990,-2.263093,148.448302,49.553327,98.894975,198.001628,-0.093665,0.028427,-0.122092,-0.065237,0.027964,0.031727,-0.003763,0.059691
-32.500000,12.500000,-2.675731,0.510461,-3.186193,-2.165270,148.569730,49.589107,98.980623,198.158836,-0.122382,0.039790,-0.162172,-0.082592,0.023979,0.029185,-0.005206,0.053164
-32.500000,15.000000,-2.541333,0.507520,-3.048853,-2.033813,148.700210,49.626535,99.073675,198.326745,-0.150698,0.051953,-0.202651,-0.098745,0.020107,0.026508,-0.006401,0.046615
-32.500000,17.500000,-2.396530,0.501328,-2.897858,-1.895202,148.836152,49.666111,99.170041,198.502263,-0.176189,0.063941,-0.240129,-0.112248,0.016172,0.023687,-0.007515,0.039859
-32.500000,20.000000,-2.221748,0.492084,-2.713833,-1.729664,148.971659,49.704751,99.266908,198.676411,-0.195687,0.074311,-0.269999,-0.121376,0.012710,0.020927,-0.008217,0.033637
-32.500000,22.500000,-2.045913,0.478965,-2.524877,-1.566948,149.103352,49.743155,99.360197,198.846507,-0.210019,0.082995,-0.293014,-0.127024,0.009470,0.018212,-0.008742,0.027682
-32.500000,25.000000,-1.862814,0.461772,-2.324586,-1.401042,149.227484,49.779686,99.447798,199.007171,-0.217049,0.088915,-0.305964,-0.128134,0.006701,0.015665,-0.008964,0.022366
-32.500000,27.500000,-1.670334,0.442072,-2.112406,-1.228262,149.343429,49.813514,99.529915,199.156942,-0.215868,0.091500,-0.307368,-0.124369,0.004449,0.013332,-0.008882,0.017781
-32.500000,30.000000,-1.484922,0.420348,-1.905270,-1.064574,149.447647,49.844351,99.603295,199.291998,-0.207166,0.090536,-0.297702,-0.116629,0.002641,0.011237,-0.008596,0.013878
-32.500000,32.500000,-1.317034,0.396939,-1.713974,-0.920095,149.540272,49.872771,99.667501,199.413043,-0.194151,0.087087,-0.281238,-0.107064,0.001112,0.009349,-0.008237,0.010460
-32.500000,35.000000,-1.157348,0.373551,-1.530899,-0.783797,149.621560,49.897669,99.723892,199.519229,-0.174691,0.080412,-0.255103,-0.094279,-0.000033,0.007720,-0.007753,0.007687
-32.500000,37.500000,-1.023793,0.351432,-1.375225,-0.672361,149.688429,49.918913,99.769516,199.607343,-0.151889,0.071198,-0.223087,-0.080690,-0.000916,0.006360,-0.007276,0.005444
-32.500000,40.000000,-0.907065,0.331554,-1.238619,-0.575511,149.743542,49.936383,99.807159,199.679926,-0.124783,0.059564,-0.184347,-0.065219,-0.001536,0.005257,-0.006793,0.003720
-32.500000,42.500000,-0.811438,0.315100,-1.126537,-0.496338,149.786680,49.949994,99.836686,199.736675,-0.094381,0.045922,-0.140303,-0.048458,-0.001953,0.004405,-0.006358,0.002453
-32.500000,45.000000,-0.745018,0.302455,-1.047473,-0.442562,149.817206,49.960034,99.857172,199.777241,-0.063690,0.031355,-0.095045,-0.032335,-0.002254,0.003786,-0.006040,0.001532
-32.500000,47.500000,-0.704800,0.294237,-0.999037,-0.410564,149.835636,49.966237,99.869399,199.801873,-0.032478,0.015997,-0.048475,-0.016481,-0.002435,0.003410,-0.005846,0.000975
-32.500000,50.000000,-0.690474,0.291646,-0.982119,-0.398828,149.842027,49.968330,99.873697,199.810356,0.000000,0.000000,0.000000,0.000000,-0.002493,0.003284,-0.005777,0.000791
-30.000000,-50.000000,-0.689039,0.354698,-1.043737,-0.334342,149.819625,49.936835,99.882791,199.756460,0.000000,0.000000,0.000000,0.000000,-0.001267,0.003797,-0.005064,0.002530
-30.000000,-47.500000,-0.700673,0.357445,-1.058118,-0.343228,149.813494,49.934571,99.878923,199.748065,0.026795,0.014411,0.012384,0.041206,-0.001182,0.003930,-0.005113,0.002748
-30.000000,-45.000000,-0.734036,0.366095,-1.100131,-0.367941,149.795784,49.927942,99.867842,199.723726,0.052807,0.028240,0.024566,0.081047,-0.000934,0.004323,-0.005257,0.003389
-30.000000,-42.500000,-0.791459,0.379278,-1.170737,-0.412182,149.766189,49.917322,99.848867,199.683512,0.078763,0.041485,0.037278,0.120248,-0.000542,0.004964,-0.005506,0.004422
-30.000000,-40.000000,-0.866199,0.396996,-1.263195,-0.469203,149.725185,49.902431,99.822755,199.627616,0.101343,0.052848,0.048495,0.154191,0.000079,0.005869,-0.005789,0.005948
-30.000000,-37.500000,-0.952498,0.418427,-1.370926,-0.534071,149.673074,49.883219,99.789855,199.556293,0.119192,0.061703,0.057489,0.180895,0.001003,0.007047,-0.006044,0.008051
-30.000000,-35.000000,-1.061736,0.441729,-1.503465,-0.620007,149.608489,49.860601,99.747888,199.469090,0.135643,0.068976,0.066667,0.204620,0.002128,0.008472,-0.006344,0.010600
-30.000000,-32.500000,-1.177968,0.467222,-1.645190,-0.710746,149.530919,49.833293,99.697626,199.364212,0.144944,0.072511,0.072433,0.217455,0.003719,0.010219,-0.006500,0.013938
-30.000000,-30.000000,-1.311795,0.492200,-1.803996,-0.819595,149.440931,49.802967,99.637963,199.243898,0.150695,0.073676,0.077019,0.224371,0.005607,0.012205,-0.006598,0.017812
-30.000000,-27.500000,-1.435460,0.516370,-1.951830,-0.919090,149.340639,49.768672,99.571967,199.109310,0.147305,0.070746,0.076559,0.218052,0.008099,0.014488,-0.006390,0.022587
-30.000000,-25.000000,-1.566847,0.538493,-2.105340,-1.028355,149.227505,49.731227,99.496279,198.958732,0.137985,0.064734,0.073251,0.202719,0.011069,0.017028,-0.005959,0.028097
-30.000000,-22.500000,-1.675227,0.558035,-2.233262,-1.117192,149.104854,49.690085,99.414770,198.794939,0.119387,0.054948,0.064438,0.174335,0.014802,0.019851,-0.005049,0.034654
-30.000000,-20.000000,-1.779111,0.573338,-2.352449,-1.205773,148.972996,49.646890,99.326106,198.619886,0.095650,0.043052,0.052599,0.138702,0.019035,0.022858,-0.003823,0.041893
-30.000000,-17.500000,-1.844311,0.585371,-2.429682,-1.258941,148.833362,49.600199,99.233164,198.433561,0.065228,0.028855,0.036373,0.094083,0.024181,0.026116,-0.001935,0.050298
-30.000000,-15.000000,-1.906247,0.593479,-2.499726,-1.312768,148.691518,49.553849,99.137670,198.245367,0.035110,0.015128,0.019982,0.050238,0.029509,0.029357,0.000152,0.058866
-30.000000,-12.500000,-1.918816,0.598811,-2.517627,-1.320005,148.547507,49.505394,99.042112,198.052901,0.006367,0.002502,0.003864,0.008869,0.035643,0.032716,0.002926,0.068359
-30.000000,-10.000000,-1.930082,0.601222,-2.531305,-1.328860,148.413337,49.460917,98.952420,197.874255,-0.016050,0.007040,-0.023090,-0.009010,0.041386,0.035790,0.005596,0.077176
-30.000000,-7.500000,-1.919996,0.601682,-2.521678,-1.318314,148.294249,49.421004,98.873245,197.715253,-0.027912,0.011903,-0.039815,-0.016008,0.046772,0.038524,0.008248,0.085296
-30.000000,-5.000000,-1.902678,0.601354,-2.504032,-1.301324,148.199953,49.389144,98.810808,197.589097,-0.028224,0.011830,-0.040054,-0.016394,0.051181,0.040676,0.010505,0.091857
-30.000000,-2.500000,-1.884055,0.601189,-2.485244,-1.282866,148.138152,49.367894,98.770258,197.506046,-0.015668,0.006656,-0.022325,-0.009012,0.054153,0.042111,0.012042,0.096264
-30.000000,0.000000,-1.878359,0.601798,-2.480157,-1.276561,148.117043,49.360464,98.756580,197.477507,-0.000156,0.000131,-0.000287,-0.000025,0.055167,0.042588,0.012579,0.097756
-30.000000,2.500000,-1.885372,0.601845,-2.487217,-1.283527,148.138908,49.367962,98.770946,197.506870,0.017769,0.007118,0.010651,0.024887,0.054113,0.042083,0.012030,0.096196
-30.000000,5.000000,-1.897513,0.601734,-2.499247,-1.295779,148.198968,49.388422,98.810546,197.587390,0.026224,0.011104,0.015119,0.037328,0.051286,0.040722,0.010564,0.092007
-30.000000,7.500000,-1.919681,0.601797,-2.521478,-1.317884,148.294383,49.420904,98.873479,197.715287,0.027929,0.011869,0.016060,0.039797,0.046786,0.038511,0.008275,0.085297
-30.000000,10.000000,-1.929902,0.601172,-2.531074,-1.328730,148.413434,49.460864,98.952570,197.874298,0.016023,0.007060,0.008963,0.023083,0.041392,0.035785,0.005607,0.077177
-30.000000,12.500000,-1.918737,0.598655,-2.517391,-1.320082,148.547574,49.505376,99.042199,198.052950,-0.006420,0.002448,-0.008867,-0.003972,0.035651,0.032709,0.002941,0.068360
-30.000000,15.000000,-1.906223,0.593283,-2.499506,-1.312940,148.691566,49.553851,99.137715,198.245417,-0.035182,0.015046,-0.050229,-0.020136,0.029515,0.029352,0.000163,0.058867
-30.000000,17.500000,-1.848026,0.585114,-2.433140,-1.262911,148.833652,49.600492,99.233160,198.434144,-0.065687,0.028886,-0.094573,-0.036801,0.024124,0.026095,-0.001971,0.050219
-30.000000,20.000000,-1.762731,0.573363,-2.336093,-1.189368,148.972268,49.645764,99.326505,198.618032,-0.093717,0.042259,-0.135976,-0.051458,0.019300,0.022929,-0.003629,0.042229
-30.000000,22.500000,-1.675252,0.557796,-2.233048,-1.117457,149.104874,49.690114,99.414760,198.794988,-0.119472,0.054838,-0.174310,-0.064633,0.014805,0.019849,-0.005045,0.034654
-30.000000,25.000000,-1.552408,0.538611,-2.091019,-1.013797,149.227764,49.730417,99.497348,198.958181,-0.135587,0.063799,-0.199387,-0.071788,0.011262,0.017078,-0.005816,0.028340
-30.000000,27.500000,-1.433865,0.516313,-1.950178,-0.917552,149.340736,49.768600,99.572136,199.109336,-0.147061,0.070552,-0.217613,-0.076509,0.008120,0.014492,-0.006372,0.022612
-30.000000,30.000000,-1.311768,0.492080,-1.803847,-0.819688,149.440950,49.802979,99.637971,199.243929,-0.150753,0.073591,-0.224344,-0.077162,0.005609,0.012204,-0.006596,0.017813
-30.000000,32.500000,-1.177950,0.467110,-1.645060,-0.710840,149.530933,49.833304,99.697629,199.364238,-0.144997,0.072434,-0.217432,-0.072563,0.003720,0.010218,-0.006498,0.013939
-30.000000,35.000000,-1.061615,0.441748,-1.503363,-0.619867,149.608509,49.860596,99.747913,199.469105,-0.135673,0.068919,-0.204592,-0.066754,0.002131,0.008471,-0.006340,0.010602
-30.000000,37.500000,-0.952463,0.418367,-1.370830,-0.534095,149.673085,49.883224,99.789862,199.556309,-0.119226,0.061651,-0.180877,-0.057574,0.001003,0.007048,-0.006045,0.008051
-30.000000,40.000000,-0.866136,0.396981,-1.263117,-0.469155,149.725199,49.902429,99.822770,199.627627,-0.101364,0.052810,-0.154174,-0.048554,0.000080,0.005868,-0.005788,0.005949
-30.000000,42.500000,-0.787714,0.379417,-1.167131,-0.408297,149.766581,49.917122,99.849458,199.683703,-0.077298,0.040992,-0.118291,-0.036306,-0.000504,0.004973,-0.005477,0.004468
-30.000000,45.000000,-0.735568,0.365984,-1.101553,-0.369584,149.795637,49.928029,99.867608,199.723665,-0.053625,0.028482,-0.082107,-0.025144,-0.000948,0.004319,-0.005267,0.003371
-30.000000,47.500000,-0.700547,0.357484,-1.058031,-0.343062,149.813532,49.934551,99.878981,199.748084,-0.026806,0.014382,-0.041188,-0.012425,-0.001181,0.003930,-0.005110,0.002749
-30.000000,50.000000,-0.689039,0.354698,-1.043737,-0.334342,149.819626,49.936835,99.882791,199.756460,0.000000,0.000000,0.000000,0.000000,-0.001267,0.003797,-0.005063,0.002530
-27.500000,-50.000000,-0.674104,0.408558,-1.082662,-0.265546,149.799534,49.906466,99.893067,199.706000,0.000000,0.000000,0.000000,0.000000,0.000038,0.004259,-0.004221,0.004296
-27.500000,-47.500000,-0.683282,0.411370,-1.094652,-0.271911,149.793669,49.904084,99.889585,199.697753,0.020999,0.012507,0.008492,0.033506,0.000147,0.004397,-0.004250,0.004544
-27.500000,-45.000000,-0.708997,0.420062,-1.129059,-0.288935,149.776773,49.897118,99.879655,199.673891,0.040826,0.024302,0.016524,0.065128,0.000473,0.004804,-0.004331,0.005277
-27.500000,-42.500000,-0.749309,0.433497,-1.182807,-0.315812,149.748958,49.885712,99.863246,199.634671,0.058507,0.034849,0.023658,0.093355,0.001039,0.005479,-0.004440,0.006518
-27.500000,-40.000000,-0.804070,0.451443,-1.255512,-0.352627,149.709961,49.869947,99.840015,199.579908,0.073738,0.043794,0.029944,0.117531,0.001865,0.006424,-0.004559,0.008288
-27.500000,-37.500000,-0.868983,0.472955,-1.341938,-0.396028,149.659885,49.849872,99.810013,199.509756,0.084848,0.050403,0.034445,0.135250,0.003011,0.007646,-0.004635,0.010656
-27.500000,-35.000000,-0.940677,0.496699,-1.437377,-0.443978,149.598631,49.825643,99.772988,199.424273,0.090852,0.054234,0.036619,0.145086,0.004533,0.009152,-0.004620,0.013685
-27.500000,-32.500000,-1.017875,0.522462,-1.540336,-0.495413,149.524036,49.796698,99.727338,199.320734,0.090394,0.054541,0.035853,0.144935,0.006553,0.010992,-0.004439,0.017545
-27.500000,-30.000000,-1.088820,0.548118,-1.636938,-0.540702,149.437940,49.763575,99.674365,199.201515,0.081804,0.050961,0.030843,0.132765,0.009162,0.013147,-0.003985,0.022309
-27.500000,-27.500000,-1.152677,0.572759,-1.725436,-0.579918,149.340155,49.726559,99.613596,199.066714,0.065641,0.043773,0.021868,0.109413,0.012392,0.015601,-0.003210,0.027993
-27.500000,-25.000000,-1.200243,0.595616,-1.795860,-0.604627,149.228414,49.684845,99.543570,198.913259,0.040103,0.032368,0.007735,0.072471,0.016477,0.018421,-0.001944,0.034898
-27.500000,-22.500000,-1.223862,0.615706,-1.839568,-0.608157,149.104718,49.639038,99.465679,198.743756,0.006247,0.017527,-0.011280,0.023774,0.021443,0.021560,-0.000117,0.043003
-27.500000,-20.000000,-1.218434,0.631956,-1.850390,-0.586478,148.967746,49.588927,99.378819,198.556673,-0.034292,0.000070,-0.034362,-0.034222,0.027424,0.025028,0.002396,0.052452
-27.500000,-17.500000,-1.180274,0.644783,-1.825056,-0.535491,148.819333,49.534955,99.284378,198.354289,-0.078310,0.018573,-0.096883,-0.059737,0.034391,0.028772,0.005619,0.063164
-27.500000,-15.000000,-1.103820,0.654095,-1.757915,-0.449724,148.660290,49.477367,99.182924,198.137657,-0.120350,0.036174,-0.156525,-0.084176,0.042386,0.032745,0.009641,0.075131
-27.500000,-12.500000,-0.996824,0.660336,-1.657160,-0.336488,148.495839,49.418026,99.077814,197.913865,-0.153691,0.050193,-0.203884,-0.103498,0.051057,0.036804,0.014252,0.087861
-27.500000,-10.000000,-0.864925,0.663996,-1.528921,-0.200929,148.331950,49.358992,98.972958,197.690942,-0.170424,0.057751,-0.228175,-0.112673,0.060053,0.040793,0.019260,0.100846
-27.500000,-7.500000,-0.727890,0.665553,-1.393443,-0.062337,148.181201,49.304832,98.876369,197.486034,-0.162245,0.055929,-0.218174,-0.106315,0.068539,0.044408,0.024131,0.112947
-27.500000,-5.000000,-0.609758,0.666084,-1.275843,0.056326,148.058578,49.260826,98.797752,197.319405,-0.127779,0.044397,-0.172176,-0.083382,0.075535,0.047302,0.028233,0.122838
-27.500000,-2.500000,-0.528983,0.666433,-1.195415,0.137450,147.977865,49.231741,98.746124,197.209606,-0.071188,0.024800,-0.095988,-0.046387,0.080162,0.049210,0.030953,0.129372
-27.500000,0.000000,-0.498143,0.667129,-1.165272,0.168986,147.948872,49.221068,98.727803,197.169940,-0.000134,0.000110,-0.000243,-0.000024,0.081857,0.049883,0.031974,0.131739
-27.500000,2.500000,-0.527353,0.666994,-1.194347,0.139640,147.977735,49.231436,98.746299,197.209171,0.070404,0.024332,0.046072,0.094736,0.080202,0.049205,0.030996,0.129407
-27.500000,5.000000,-0.611036,0.666370,-1.277406,0.055333,148.059271,49.260898,98.798372,197.320169,0.128544,0.044581,0.083962,0.173125,0.075480,0.047299,0.028181,0.122780
-27.500000,7.500000,-0.727613,0.665616,-1.393229,-0.061997,148.181312,49.304751,98.876562,197.486063,0.162263,0.055897,0.106365,0.218160,0.068551,0.044397,0.024153,0.112948
-27.500000,10.000000,-0.864771,0.663906,-1.528677,-0.200865,148.332022,49.358957,98.973065,197.690980,0.170402,0.057770,0.112633,0.228172,0.060058,0.040790,0.019267,0.100848
-27.500000,12.500000,-0.996761,0.660152,-1.656913,-0.336609,148.495883,49.418025,99.077858,197.913908,0.153645,0.050245,0.103400,0.203890,0.051063,0.036800,0.014263,0.087863
-27.500000,15.000000,-1.103809,0.653872,-1.757681,-0.449936,148.660316,49.477386,99.182930,198.137702,0.120285,0.036252,0.084033,0.156537,0.042390,0.032742,0.009648,0.075132
-27.500000,17.500000,-1.177529,0.644583,-1.822112,-0.532946,148.819075,49.534785,99.284289,198.353860,0.078592,0.018782,0.059810,0.097373,0.034445,0.028783,0.005662,0.063229
-27.500000,20.000000,-1.221062,0.631716,-1.852778,-0.589346,148.967949,49.589133,99.378816,198.557082,0.033821,0.000095,0.033725,0.033916,0.027382,0.025015,0.002367,0.052397
-27.500000,22.500000,-1.223890,0.615460,-1.839350,-0.608430,149.104725,49.639077,99.465649,198.743802,-0.006325,0.017423,-0.023749,0.011098,0.021444,0.021559,-0.000115,0.043004
-27.500000,25.000000,-1.202346,0.595407,-1.797753,-0.606940,149.228429,49.684982,99.543446,198.913411,-0.040579,0.032404,-0.072983,-0.008175,0.016448,0.018414,-0.001966,0.034863
-27.500000,27.500000,-1.154353,0.572637,-1.726990,-0.581716,149.340112,49.726648,99.613464,199.066759,-0.066068,0.043807,-0.109876,-0.022261,0.012371,0.015598,-0.003227,0.027968
-27.500000,30.000000,-1.088792,0.547992,-1.636784,-0.540800,149.437953,49.763592,99.674361,199.201546,-0.081862,0.050876,-0.132738,-0.030986,0.009164,0.013146,-0.003982,0.022310
-27.500000,32.500000,-1.017848,0.522353,-1.540201,-0.495495,149.524045,49.796714,99.727331,199.320759,-0.090445,0.054467,-0.144911,-0.035978,0.006553,0.010993,-0.004440,0.017546
-27.500000,35.000000,-0.941090,0.496707,-1.437797,-0.444383,149.598604,49.825662,99.772943,199.424266,-0.091025,0.054230,-0.145256,-0.036795,0.004529,0.009151,-0.004622,0.013680
-27.500000,37.500000,-0.868946,0.472889,-1.341835,-0.396056,149.659895,49.849878,99.810017,199.509773,-0.084878,0.050354,-0.135232,-0.034525,0.003011,0.007647,-0.004636,0.010657
-27.500000,40.000000,-0.803322,0.451421,-1.254743,-0.351902,149.710041,49.869918,99.840123,199.579960,-0.073521,0.043678,-0.117199,-0.029843,0.001873,0.006425,-0.004552,0.008298
-27.500000,42.500000,-0.749738,0.433512,-1.183250,-0.316226,149.748922,49.885728,99.863194,199.634649,-0.058739,0.034890,-0.093628,-0.023849,0.001035,0.005478,-0.004444,0.006513
-27.500000,45.000000,-0.708627,0.420003,-1.128631,-0.288624,149.776824,49.897107,99.879717,199.673931,-0.040617,0.024222,-0.064839,-0.016396,0.000478,0.004805,-0.004327,0.005282
-27.500000,47.500000,-0.683161,0.411398,-1.094559,-0.271764,149.793711,49.904062,99.889648,199.697773,-0.021007,0.012480,-0.033487,-0.008527,0.000149,0.004396,-0.004247,0.004545
-27.500000,50.000000,-0.674104,0.408558,-1.082662,-0.265546,149.799534,49.906466,99.893068,199.706000,0.000000,0.000000,0.000000,0.000000,0.000038,0.004259,-0.004221,0.004296
-25.000000,-50.000000,-0.642197,0.450133,-1.092330,-0.192063,149.782766,49.878318,99.904448,199.661083,0.000000,0.000000,0.000000,0.000000,0.001414,0.004655,-0.003242,0.006069
-25.000000,-47.500000,-0.647679,0.452857,-1.100536,-0.194822,149.777327,49.875840,99.901487,199.653166,0.013567,0.009790,0.003777,0.023357,0.001560,0.004798,-0.003238,0.006358
-25.000000,-45.000000,-0.665006,0.461267,-1.126273,-0.203739,149.761370,49.868669,99.892701,199.630039,0.026744,0.019173,0.007571,0.045917,0.001970,0.005216,-0.003246,0.007186
-25.000000,-42.500000,-0.686739,0.474060,-1.160799,-0.212678,149.735605,49.856872,99.878732,199.592477,0.035245,0.026396,0.008849,0.061641,0.002723,0.005913,-0.003190,0.008636
-25.000000,-40.000000,-0.724196,0.491592,-1.215788,-0.232603,149.698393,49.840640,99.857754,199.539033,0.043807,0.032995,0.010812,0.076802,0.003726,0.006883,-0.003157,0.010609
-25.000000,-37.500000,-0.759080,0.512286,-1.271366,-0.246794,149.651270,49.819870,99.831400,199.471140,0.044982,0.036117,0.008865,0.081099,0.005183,0.008151,-0.002967,0.013334
-25.000000,-35.000000,-0.788646,0.534982,-1.323628,-0.253663,149.593770,49.794691,99.799079,199.388462,0.038593,0.035657,0.002936,0.074249,0.007154,0.009726,-0.002572,0.016879
-25.000000,-32.500000,-0.808003,0.559573,-1.367576,-0.248430,149.523359,49.764314,99.759045,199.287672,0.022724,0.030746,-0.008021,0.053470,0.009825,0.011675,-0.001850,0.021500
-25.000000,-30.000000,-0.817235,0.584213,-1.401448,-0.233022,149.440626,49.729508,99.711117,199.170134,-0.001417,0.021983,-0.023399,0.020566,0.013168,0.013964,-0.000796,0.027133
-25.000000,-27.500000,-0.812194,0.608093,-1.420287,-0.204102,149.345220,49.690310,99.654910,199.035530,-0.034077,0.009371,-0.043448,-0.024705,0.017266,0.016598,0.000668,0.033863
-25.000000,-25.000000,-0.769608,0.630238,-1.399846,-0.139370,149.234157,49.645308,99.588849,198.879464,-0.080186,0.008696,-0.088882,-0.071490,0.022593,0.019678,0.002915,0.042272
-25.000000,-22.500000,-0.668189,0.649905,-1.318094,-0.018284,149.107319,49.594258,99.513061,198.701577,-0.141443,0.032201,-0.173644,-0.109241,0.029443,0.023233,0.006210,0.052675
-25.000000,-20.000000,-0.510861,0.666561,-1.177422,0.155700,148.959720,49.536211,99.423510,198.495931,-0.212150,0.058965,-0.271115,-0.153185,0.037986,0.027298,0.010688,0.065284
-25.000000,-17.500000,-0.333123,0.680214,-1.013337,0.347091,148.796039,49.473439,99.322600,198.269478,-0.279858,0.084816,-0.364674,-0.195042,0.047536,0.031671,0.015865,0.079206
-25.000000,-15.000000,-0.051761,0.691708,-0.743469,0.639947,148.603868,49.400652,99.203216,198.004520,-0.349301,0.110359,-0.459659,-0.238942,0.059727,0.036685,0.023042,0.096413
-25.000000,-12.500000,0.231305,0.700085,-0.468780,0.931390,148.402858,49.325960,99.076899,197.728818,-0.395641,0.127865,-0.523506,-0.267777,0.072327,0.041752,0.030574,0.114079
-25.000000,-10.000000,0.581533,0.707197,-0.125664,1.288730,148.182938,49.245458,98.937480,197.428396,-0.412486,0.134623,-0.547109,-0.277863,0.086567,0.047103,0.039464,0.133669
-25.000000,-7.500000,0.916459,0.712166,0.204293,1.628625,147.972477,49.169479,98.802998,197.141956,-0.379809,0.124457,-0.504266,-0.255352,0.100125,0.052060,0.048066,0.152185
-25.000000,-5.000000,1.202064,0.715695,0.486369,1.917759,147.793524,49.105493,98.688030,196.899017,-0.292863,0.096082,-0.388946,-0.196781,0.111615,0.056161,0.055453,0.167776
-25.000000,-2.500000,1.388530,0.717885,0.670645,2.106416,147.674888,49.063151,98.611737,196.738040,-0.164441,0.053846,-0.218287,-0.110595,0.119170,0.058860,0.060310,0.178030
-25.000000,0.000000,1.462758,0.719288,0.743471,2.182046,147.629585,49.046919,98.582666,196.676504,-0.000113,0.000088,-0.000201,-0.000024,0.122087,0.059864,0.062222,0.181951
